설립구분,표준학교코드,학교명,관할조직명,도로명우편번호,도로명주소,도로명상세주소,설립일자,개교기념일,시도교육청코드,적재일시,위도,경도
공립,7134150,서울숭신초등학교,서울특별시성동광진교육지원청,4702,서울특별시 성동구 마장로 161,(하왕십리동),19590403,19590403,B10,20230326,37.5676959,127.0278038
사립,7134118,한양초등학교,서울특별시성동광진교육지원청,4763,서울특별시 성동구 살곶이길 208,/ 한양초등학교 (사근동),19660220,19660515,B10,20230326,37.5613868,127.0436916
사립,7134117,세종초등학교,서울특별시성동광진교육지원청,5006,서울특별시 광진구 군자로 114,/ 세종초등학교 (군자동),19621004,19621004,B10,20230326,37.5507345,127.0741314
사립,7134116,성동초등학교,서울특별시성동광진교육지원청,5114,서울특별시 광진구 자양로4길 63,(자양동),19661216,19670320,B10,20230326,37.53293670000001,127.0895315
공립,7134114,서울행현초등학교,서울특별시성동광진교육지원청,4713,서울특별시 성동구 행당로 95,(행당동),20050714,20050901,B10,20230326,37.5577402,127.0293614
공립,7134113,서울행당초등학교,서울특별시성동광진교육지원청,4746,서울특별시 성동구 고산자로8길 6,/ 서울행당초등학교 (행당동),19621026,19621026,B10,20230326,37.5566893,127.0346474
공립,7134112,서울중마초등학교,서울특별시성동광진교육지원청,4907,서울특별시 광진구 동일로72길 43,(중곡동),19821110,19821110,B10,20230326,37.5658818,127.0798086
공립,7134111,서울중광초등학교,서울특별시성동광진교육지원청,4908,서울특별시 광진구 긴고랑로13길 59,(중곡동/중광초등학교),19980901,19980901,B10,20230326,37.56514960000001,127.0825086
공립,7134110,서울장안초등학교,서울특별시성동광진교육지원청,5004,서울특별시 광진구 군자로 74,(군자동),19550319,19550319,B10,20230326,37.5499417,127.071995
공립,7134109,서울자양초등학교,서울특별시성동광진교육지원청,5054,서울특별시 광진구 아차산로44길 26,(자양동),19451210,19451210,B10,20230326,37.5368302,127.0795451
공립,7134108,서울응봉초등학교,서울특별시성동광진교육지원청,4742,서울특별시 성동구 독서당로62길 28,(응봉동/ 응봉초등학교),20020712,20021024,B10,20230326,37.5509166,127.03405
공립,7134107,서울용마초등학교,서울특별시성동광진교육지원청,4926,서울특별시 광진구 천호대로113길 10,(중곡동),19720801,19721123,B10,20230326,37.5579653,127.084207
공립,7134106,서울용답초등학교,서울특별시성동광진교육지원청,4805,서울특별시 성동구 용답25길 1,/ 서울용답초등학교,19830420,19830420,B10,20230326,37.560829,127.053555
공립,7134105,서울용곡초등학교,서울특별시성동광진교육지원청,4940,서울특별시 광진구 용마산로22길 82,/ 서울용곡초등학교 (중곡동),19780213,19780504,B10,20230326,37.5668387,127.0885593
공립,7134104,서울옥정초등학교,서울특별시성동광진교육지원청,4735,서울특별시 성동구 한림말길 43,(옥수동/옥정초등학교),19710522,19710522,B10,20230326,37.5416733,127.0155528
공립,7134103,서울옥수초등학교,서울특별시성동광진교육지원청,4740,서울특별시 성동구 금호로1길 25,/ 옥수초등학교 (금호동4가),19670327,19661202,B10,20230326,37.5459206,127.0221894
공립,7134102,서울양진초등학교,서울특별시성동광진교육지원청,4982,서울특별시 광진구 워커힐로 32,(광장동/양진초중학교),20050301,20050506,B10,20230326,37.5445232,127.0982459
공립,7134101,서울양남초등학교,서울특별시성동광진교육지원청,5114,서울특별시 광진구 뚝섬로64길 71,/ (자양동/ 서울양남초등학교),19831203,19840516,B10,20230326,37.5307405,127.0897285
공립,7134100,서울신자초등학교,서울특별시성동광진교육지원청,5110,서울특별시 광진구 뚝섬로46길 64,/ 서울신자초등학교 (자양동),19821207,19830504,B10,20230326,37.5300737,127.0755326
공립,7134099,서울신양초등학교,서울특별시성동광진교육지원청,5090,서울특별시 광진구 능동로 42,/ 신양초등학교 (자양동),19790411,19790411,B10,20230326,37.5345981,127.0691877
공립,7134098,서울송원초등학교,서울특별시성동광진교육지원청,4800,서울특별시 성동구 동일로43길 9,(송정동),20090301,20090301,B10,20230326,37.5540584,127.0694378
공립,7134097,서울성자초등학교,서울특별시성동광진교육지원청,5102,서울특별시 광진구 뚝섬로56길 7,/ 서울성자초등학교 (자양동),19840518,19840518,B10,20230326,37.5311675,127.0830972
공립,7134096,서울성수초등학교,서울특별시성동광진교육지원청,4798,서울특별시 성동구 아차산로17길 21,(성수동2가),19720901,19721201,B10,20230326,37.5442513,127.0634269
공립,7134095,서울사근초등학교,서울특별시성동광진교육지원청,4761,서울특별시 성동구 사근동11길 16,(사근동/ 사근초등학교),19670711,19671113,B10,20230326,37.5628186,127.0477686
공립,7134094,서울무학초등학교,서울특별시성동광진교육지원청,4710,서울특별시 성동구 무학봉15길 21,/ 서울무학초등학교 (하왕십리동),19150901,19150901,B10,20230326,37.562957,127.0295536
공립,7134093,서울마장초등학교,서울특별시성동광진교육지원청,4753,서울특별시 성동구 마장로35나길 31,/ 서울마장초등학교 (마장동),20050301,20050301,B10,20230326,37.5683436,127.0419269
공립,7134092,서울동호초등학교,서울특별시성동광진교육지원청,4731,서울특별시 성동구 매봉길 49-35,(옥수동/ 동호초등학교),20100301,20100430,B10,20230326,37.5468617,127.0103129
공립,7134091,서울동자초등학교,서울특별시성동광진교육지원청,5069,서울특별시 광진구 뚝섬로 561,(자양동),19841205,19841205,B10,20230326,37.5347052,127.0721208
공립,7134090,서울동의초등학교,서울특별시성동광진교육지원청,4948,서울특별시 광진구 영화사로 111,(구의동/서울동의초등학교),19870709,19871026,B10,20230326,37.5533804,127.0988236
공립,7134089,서울동명초등학교,서울특별시성동광진교육지원청,4705,서울특별시 성동구 마장로29길 29,/ 서울동명초등학교 (마장동),19441010,19441010,B10,20230326,37.5687519,127.0357193
공립,7134088,서울금호초등학교,서울특별시성동광진교육지원청,4726,서울특별시 성동구 무수막길 69,/ 서울금호초등학교 (금호동2가),19580401,19580401,B10,20230326,37.5525447,127.0200964
공립,7134087,서울금옥초등학교,서울특별시성동광진교육지원청,4725,서울특별시 성동구 독서당로 251,(금호동4가/ 서울금옥초등학교),19620412,19620412,B10,20230326,37.5461966,127.0178855
공립,7134086,서울금북초등학교,서울특별시성동광진교육지원청,4721,서울특별시 성동구 행당로1길 13,/ 서울금북초등학교 (금호동1가),19681126,19681126,B10,20230326,37.5571241,127.0234702
공립,7134085,서울구의초등학교,서울특별시성동광진교육지원청,5022,서울특별시 광진구 광나루로30길 49,/ 서울구의초등학교 (화양동),19811226,19820422,B10,20230326,37.5427858,127.0803624
공립,7134084,서울구남초등학교,서울특별시성동광진교육지원청,5048,서울특별시 광진구 구의강변로 69,/ 서울구남초등학교 (구의동),19980301,19980605,B10,20230326,37.536883,127.0923038
공립,7134083,서울광진초등학교,서울특별시성동광진교육지원청,4980,서울특별시 광진구 자양로40길 41,/ 서울광진초등학교 (구의동),20030901,20030901,B10,20230326,37.5476007,127.0912271
공립,7134082,서울광장초등학교,서울특별시성동광진교육지원청,4966,서울특별시 광진구 광장로1길 27,/ 서울광장초등학교 (광장동),19461110,19461110,B10,20230326,37.54822559999999,127.1013147
공립,7134081,서울광남초등학교,서울특별시성동광진교육지원청,4973,서울특별시 광진구 아차산로70길 35,(광장동),19900120,19900607,B10,20230326,37.5408123,127.1009358
공립,7134080,서울경일초등학교,서울특별시성동광진교육지원청,4774,서울특별시 성동구 뚝섬로 332,(성수동1가),19841031,19841031,B10,20230326,37.5404342,127.0470515
공립,7134079,서울경수초등학교,서울특별시성동광진교육지원청,4785,서울특별시 성동구 뚝섬로13길 22,(성수동2가/경수초등학교),19820429,19820429,B10,20230326,37.5397009,127.0584129
공립,7134078,서울경동초등학교,서울특별시성동광진교육지원청,4781,서울특별시 성동구 성수일로 34,(성수동1가/경동초등학교),19131001,19131001,B10,20230326,37.5430599,127.0504404
사립,7134077,경복초등학교,서울특별시성동광진교육지원청,4991,서울특별시 광진구 천호대로130길 58,/ 경복초등학교 (능동),19650302,19650302,B10,20230326,37.5503951,127.087338
사립,7132122,중앙대학교사범대학부속초등학교,서울특별시동작관악교육지원청,6973,서울특별시 동작구 서달로 135,(흑석동/ 중앙대부속초등학교),19641203,19650308,B10,20230326,37.50544,126.9599814
공립,7132121,서울흑석초등학교,서울특별시동작관악교육지원청,6904,서울특별시 동작구 현충로 87,/ 서울흑석초등학교 (흑석동),19680520,19680923,B10,20230326,37.5086077,126.9651514
공립,7132120,서울행림초등학교,서울특별시동작관악교육지원청,7031,서울특별시 동작구 솔밭로 47,(사당동/행림초등학교),19920506,19920506,B10,20230326,37.4824861,126.964472
공립,7132119,서울청룡초등학교,서울특별시동작관악교육지원청,8833,서울특별시 관악구 관악로5길 61,(봉천동),19851018,19851018,B10,20230326,37.4759585,126.9512194
공립,7132118,서울조원초등학교,서울특별시동작관악교육지원청,8701,서울특별시 관악구 조원로 67,(신림동),20050301,20050301,B10,20230326,37.4841267,126.9095716
공립,7132117,서울인헌초등학교,서울특별시동작관악교육지원청,8792,서울특별시 관악구 낙성대로 23,(봉천동),19791231,19800402,B10,20230326,37.4764062,126.9601368
공립,7132116,서울은천초등학교,서울특별시동작관악교육지원청,8716,서울특별시 관악구 은천로 69,(봉천동),19580401,19580401,B10,20230326,37.4868215,126.9428898
공립,7132115,서울은로초등학교,서울특별시동작관악교육지원청,6973,서울특별시 동작구 서달로 115,/ 서울은로초등학교 (흑석동),19081101,19081101,B10,20230326,37.50336,126.9600697
공립,7132114,서울원신초등학교,서울특별시동작관악교육지원청,8846,서울특별시 관악구 광신길 177,/ 원신초등학교 (신림동),20020710,20021022,B10,20230326,37.4669668,126.9273667
공립,7132113,서울원당초등학교,서울특별시동작관악교육지원청,8739,서울특별시 관악구 봉천로 505,(봉천동),19721209,19730627,B10,20230326,37.4810793,126.9562093
공립,7132112,서울영화초등학교,서울특별시동작관악교육지원청,6933,서울특별시 동작구 등용로8길 3,/ 서울영화초등학교 (대방동),19620903,19620903,B10,20230326,37.5095162,126.9330178
공립,7132111,서울영본초등학교,서울특별시동작관악교육지원청,6915,서울특별시 동작구 만양로12가길 69,/ 서울영본초등학교 (본동),19671127,19671127,B10,20230326,37.5105459,126.9487309
공립,7132110,서울신우초등학교,서울특별시동작관악교육지원청,8823,서울특별시 관악구 호암로 498,/ 신우초등학교 (신림동),19770901,19780406,B10,20230326,37.4628309,126.9324964
공립,7132109,서울신성초등학교,서울특별시동작관악교육지원청,8839,서울특별시 관악구 신림로 114,/ 서울신성초등학교 (신림동),19820707,19821011,B10,20230326,37.4715828,126.936649
공립,7132108,서울신상도초등학교,서울특별시동작관악교육지원청,6967,서울특별시 동작구 장승배기로 14,(상도동/서울신상도초등학교),19810909,19820412,B10,20230326,37.499913,126.943221
공립,7132107,서울신봉초등학교,서울특별시동작관악교육지원청,8747,서울특별시 관악구 양녕로6나길 1,(봉천동),19810713,19811104,B10,20230326,37.4854451,126.9491973
공립,7132106,서울신림초등학교,서울특별시동작관악교육지원청,8842,서울특별시 관악구 문성로28길 31,/ 서울신림초등학교 (신림동),19700525,19700525,B10,20230326,37.4772244,126.9275135
공립,7132105,서울신남성초등학교,서울특별시동작관악교육지원청,7030,서울특별시 동작구 사당로 146,(사당동),19750311,19750311,B10,20230326,37.4885464,126.9652863
공립,7132104,서울신길초등학교,서울특별시동작관악교육지원청,6941,서울특별시 동작구 알마타길 16,(대방동),19640312,19640312,B10,20230326,37.5104253,126.9266963
공립,7132103,서울상현초등학교,서울특별시동작관악교육지원청,7039,서울특별시 동작구 상도로58길 21,(상도동),20120901,20121101,B10,20230326,37.49493950000001,126.9526964
공립,7132102,서울상도초등학교,서울특별시동작관악교육지원청,6961,서울특별시 동작구 성대로21길 62,(상도동/상도초등학교),19660206,19670311,B10,20230326,37.499852,126.9373202
공립,7132101,서울삼일초등학교,서울특별시동작관악교육지원청,7000,서울특별시 동작구 사당로23나길 27,/ 서울삼일초등학교 (사당동),20070901,20071101,B10,20230326,37.48846400000001,126.975284
공립,7132100,서울삼성초등학교,서울특별시동작관악교육지원청,8816,서울특별시 관악구 대학7길 52,/ 삼성초등학교 (신림동),19720803,19721023,B10,20230326,37.46807099999999,126.9410719
공립,7132099,서울사당초등학교,서울특별시동작관악교육지원청,8804,서울특별시 관악구 남현4길 51,/ 서울사당초등학교 (남현동),19720713,19720713,B10,20230326,37.4741386,126.9743404
공립,7132098,서울봉현초등학교,서울특별시동작관악교육지원청,8723,서울특별시 관악구 성현로 117,(봉천동/서울봉현초등학교),20030106,20030527,B10,20230326,37.4909513,126.9551678
공립,7132097,서울봉천초등학교,서울특별시동작관악교육지원청,8736,서울특별시 관악구 행운1라길 17,/ 서울봉천초등학교 (봉천동/봉천초등학교),19670915,19670915,B10,20230326,37.48313640000001,126.9578612
공립,7132096,서울본동초등학교,서울특별시동작관악교육지원청,6907,서울특별시 동작구 노량진로26길 16-40,/ 서울본동초등학교 (본동),19480825,19481030,B10,20230326,37.5105672,126.9540399
공립,7132095,서울보라매초등학교,서울특별시동작관악교육지원청,7063,서울특별시 동작구 여의대방로16길 30,/ 서울보라매초등학교 (신대방동),20050301,20050506,B10,20230326,37.49572070000001,126.9161111
공립,7132094,서울미성초등학교,서울특별시동작관악교육지원청,8770,서울특별시 관악구 문성로 79,/ 서울미성초등학교 (신림동),19800417,19800417,B10,20230326,37.4780229,126.9112511
공립,7132093,서울문창초등학교,서울특별시동작관악교육지원청,7066,서울특별시 동작구 신대방2길 14,(신대방동/서울문창초등학교),19460406,19460406,B10,20230326,37.4889443,126.9138717
공립,7132092,서울동작초등학교,서울특별시동작관악교육지원청,6992,서울특별시 동작구 동작대로29길 214,/ 서울동작초등학교 (사당동),19820707,19830406,B10,20230326,37.4940445,126.9770106
공립,7132091,서울대림초등학교,서울특별시동작관악교육지원청,6954,서울특별시 동작구 대방동1길 22,(대방동),19730801,19740402,B10,20230326,37.5006252,126.9256931
공립,7132090,서울당곡초등학교,서울특별시동작관악교육지원청,8711,서울특별시 관악구 보라매로2길 23,/ 23 (봉천동/당곡초등학교),19740910,19740910,B10,20230326,37.4902061,126.9300073
공립,7132089,서울노량진초등학교,서울특별시동작관악교육지원청,6924,서울특별시 동작구 장승배기로 160,(노량진동),19480320,19481010,B10,20230326,37.5119189,126.9404152
공립,7132088,서울남성초등학교,서울특별시동작관악교육지원청,7005,서울특별시 동작구 사당로23길 57-14,(사당동/ 서울남성초등학교),19670915,19671205,B10,20230326,37.4845922,126.9757041
공립,7132087,서울남사초등학교,서울특별시동작관악교육지원청,7014,서울특별시 동작구 동작대로13길 22,(사당동),19790927,19790927,B10,20230326,37.4823432,126.9788623
공립,7132086,서울남부초등학교,서울특별시동작관악교육지원청,8763,서울특별시 관악구 남부순환로163길 14,/ 서울남부초등학교 (신림동),19851008,19851008,B10,20230326,37.4848898,126.9221483
공립,7132085,서울난향초등학교,서울특별시동작관악교육지원청,8859,서울특별시 관악구 난향길 9,(신림동/난향초등학교),19810406,19810406,B10,20230326,37.4621543,126.91801
공립,7132084,서울난우초등학교,서울특별시동작관악교육지원청,8850,서울특별시 관악구 난우길 40,(신림동/난우초등학교),19761203,19761203,B10,20230326,37.4766125,126.9177438
공립,7132083,서울난곡초등학교,서울특별시동작관악교육지원청,8858,서울특별시 관악구 난곡로35길 102,(신림동/ 난곡초등학교),19710422,19710422,B10,20230326,37.4692461,126.9170719
공립,7132082,서울구암초등학교,서울특별시동작관악교육지원청,8724,서울특별시 관악구 구암길 1,/ 서울구암초등학교 (봉천동),19770211,19770211,B10,20230326,37.4892698,126.9469886
공립,7132081,서울관악초등학교,서울특별시동작관악교육지원청,8785,서울 관악구 청룡4길 49,/ 관악초등학교 (봉천동/관악초등학교),19711204,19711204,B10,20230326,37.4806341,126.9432666
공립,7132080,서울강남초등학교,서울특별시동작관악교육지원청,6912,서울특별시 동작구 강남초등길 15,(상도1동),19451102,19451102,B10,20230326,37.5061028,126.9527814
공립,7130270,서울위례솔초등학교,서울특별시강동송파교육지원청,5776,서울특별시 송파구 위례북로2길 12,/ 12,20220301,20220301,B10,20230326,37.4870071,127.1505885
공립,7130266,서울강빛초등학교,서울특별시강동송파교육지원청,5201,서울특별시 강동구 아리수로93다길 1,(강일동/ 강빛초중통합학교),20210301,20210301,B10,20230326,37.5744814,127.171308
공립,7130264,서울고현초등학교,서울특별시강동송파교육지원청,5274,서울특별시 강동구 상일로11길 110,/ 서울고현초등학교,20200301,20200301,B10,20230326,37.5540265,127.1658663
공립,7130255,서울해누리초등학교,서울특별시강동송파교육지원청,5698,서울특별시 송파구 송파대로37길 95,(가락동),20190301,20190301,B10,20230326,37.4982444,127.1021918
공립,7130251,서울강솔초등학교,서울특별시강동송파교육지원청,5214,서울특별시 강동구 고덕로97길 80,/ 서울강솔초등학교 (강일동),20170301,20170504,B10,20230326,37.5620986,127.180572
공립,7130245,서울위례별초등학교,서울특별시강동송파교육지원청,5850,서울특별시 송파구 위례광장로 243,/ 서울위례별초등학교 (장지동),20160301,20160504,B10,20230326,37.47882,127.1450435
공립,7130164,서울한산초등학교,서울특별시강동송파교육지원청,5371,서울특별시 강동구 풍성로 261,(서울한산초등학교/ 둔촌동),19900501,19900501,B10,20230326,37.5280975,127.1414832
공립,7130163,서울풍성초등학교,서울특별시강동송파교육지원청,5506,서울특별시 송파구 강동대로2길 13,/ (풍납동/풍성초등학교),19910424,19910424,B10,20230326,37.5260639,127.1132662
공립,7130162,서울풍납초등학교,서울특별시강동송파교육지원청,5522,서울특별시 송파구 풍성로 43,(풍납동),19800801,19800801,B10,20230326,37.5347879,127.1179092
공립,7130161,서울평화초등학교,서울특별시강동송파교육지원청,5831,서울특별시 송파구 송파대로26길 22,/ 서울평화초등학교 (가락동),19921021,19921021,B10,20230326,37.49138850000001,127.1223688
공립,7130160,서울토성초등학교,서울특별시강동송파교육지원청,5533,서울특별시 송파구 풍성로20길 44,/ 서울토성초등학교 (풍납동),19840421,19840421,B10,20230326,37.53180589999999,127.1151781
공립,7130159,서울천호초등학교,서울특별시강동송파교육지원청,5309,서울특별시 강동구 구천면로 310-11,(천호동/서울천호초등학교),19440501,19440920,B10,20230326,37.5472435,127.1363564
공립,7130158,서울천일초등학교,서울특별시강동송파교육지원청,5330,서울특별시 강동구 구천면로 266,/ 서울천일초등학교 (천호동),19851017,19851017,B10,20230326,37.5440326,127.1330243
공립,7130157,서울천동초등학교,서울특별시강동송파교육지원청,5341,서울특별시 강동구 성안로 200,/ 서울천동초등학교 (길동),19821207,19830607,B10,20230326,37.5405873,127.1376054
공립,7130156,서울중대초등학교,서울특별시강동송파교육지원청,5677,서울특별시 송파구 송파대로36길 8,(송파동),19241113,19241113,B10,20230326,37.5000495,127.1137683
공립,7130155,서울잠현초등학교,서울특별시강동송파교육지원청,5507,서울특별시 송파구 올림픽로37길 109,/ 서울잠현초등학교 (신천동),20080717,20081027,B10,20230326,37.5224117,127.1047662
공립,7130154,서울잠전초등학교,서울특별시강동송파교육지원청,5568,서울특별시 송파구 올림픽로12길 51,/ 서울잠전초등학교 (잠실동),19810909,19811126,B10,20230326,37.5067798,127.0842121
공립,7130153,서울잠일초등학교,서울특별시강동송파교육지원청,5501,서울특별시 송파구 올림픽로 95,/ 서울잠일초등학교 (잠실동),19760312,19761001,B10,20230326,37.514693,127.0815433
공립,7130152,서울잠실초등학교,서울특별시강동송파교육지원청,5507,서울특별시 송파구 올림픽로35길 20,(신천동/잠실초등학교),19751101,19751031,B10,20230326,37.5201075,127.1112729
공립,7130151,서울잠신초등학교,서울특별시강동송파교육지원청,5502,서울특별시 송파구 잠실로 32,/ 서울잠신초등학교 (잠실동),19810805,19811017,B10,20230326,37.5139836,127.0882126
공립,7130150,서울잠동초등학교,서울특별시강동송파교육지원청,5504,서울특별시 송파구 올림픽로35길 122,(신천동/ 잠동초등학교),19800929,19800929,B10,20230326,37.517964,127.1000485
공립,7130149,서울위례초등학교,서울특별시강동송파교육지원청,5410,서울특별시 강동구 명일로 23,(둔촌동),19811024,19811024,B10,20230326,37.5220776,127.1393156
공립,7130148,서울오륜초등학교,서울특별시강동송파교육지원청,5649,서울특별시 송파구 양재대로 1196,/ 서울오륜초등학교 (방이동),19881208,19890419,B10,20230326,37.5120578,127.1345437
공립,7130147,서울오금초등학교,서울특별시강동송파교육지원청,5654,서울특별시 송파구 위례성대로22길 11,(오금동/ 서울오금초등학교),19930720,19930720,B10,20230326,37.5091515,127.1318058
공립,7130146,서울영풍초등학교,서울특별시강동송파교육지원청,5744,서울특별시 송파구 오금로57길 15,/ 서울영풍초등학교 (거여동),19821010,19821010,B10,20230326,37.4959957,127.1429659
공립,7130145,서울아주초등학교,서울특별시강동송파교육지원청,5572,서울특별시 송파구 올림픽로4길 59,/ 서울아주초등학교 (잠실동),19861217,19870424,B10,20230326,37.505199,127.0759074
공립,7130144,서울신천초등학교,서울특별시강동송파교육지원청,5503,서울특별시 송파구 올림픽로 215,(잠실동/ 주공아파트),19590526,19590526,B10,20230326,37.5136269,127.0951912
공립,7130143,서울신암초등학교,서울특별시강동송파교육지원청,5242,서울특별시 강동구 올림픽로93길 33-16,/ 서울신암초등학교 (암사동),19801025,19801103,B10,20230326,37.54927259999999,127.1243068
공립,7130142,서울신명초등학교,서울특별시강동송파교육지원청,5300,서울특별시 강동구 명일로24길 33,/ 서울신명초등학교 (길동),19820504,19820504,B10,20230326,37.5413036,127.1495185
공립,7130141,서울신가초등학교,서울특별시강동송파교육지원청,5706,서울특별시 송파구 송이로 75,/ 서울신가초등학교 (가락동),19880802,19881020,B10,20230326,37.499982,127.1200903
공립,7130140,서울송파초등학교,서울특별시강동송파교육지원청,5666,서울특별시 송파구 백제고분로 400,(송파동),19851021,19851021,B10,20230326,37.5070489,127.1107543
공립,7130139,서울송전초등학교,서울특별시강동송파교육지원청,5607,서울특별시 송파구 석촌호수로 159,(잠실동),19780511,19781031,B10,20230326,37.5084498,127.094814
공립,7130138,서울송례초등학교,서울특별시강동송파교육지원청,5853,서울특별시 송파구 위례순환로 439,(장지동),20140301,20140501,B10,20230326,37.4777338,127.1385039
공립,7130137,서울세륜초등학교,서울특별시강동송파교육지원청,5649,서울특별시 송파구 양재대로 1264,/ 서울세륜초등학교 (방이동),19881208,19890419,B10,20230326,37.518577,127.1337805
공립,7130136,서울성일초등학교,서울특별시강동송파교육지원청,5396,서울특별시 강동구 성내로15길 33,/ 서울성일초등학교 (성내동),19831006,19831006,B10,20230326,37.5291419,127.128352
공립,7130135,서울성내초등학교,서울특별시강동송파교육지원청,5392,서울특별시 강동구 성내로3길 19,(성내동/ 서울성내초등학교),19690301,19690327,B10,20230326,37.531228,127.1223365
공립,7130134,서울선사초등학교,서울특별시강동송파교육지원청,5239,서울특별시 강동구 올림픽로 837,/ 서울선사초등학교 (암사동/ 서울선사초등학교),20010901,20011004,B10,20230326,37.5560275,127.1287608
공립,7130133,서울선린초등학교,서울특별시강동송파교육지원청,5367,서울특별시 강동구 진황도로61길 29,/ 서울선린초등학교 (둔촌동),19850701,19851024,B10,20230326,37.5292675,127.1457383
공립,7130132,서울석촌초등학교,서울특별시강동송파교육지원청,5689,서울특별시 송파구 가락로11길 26,/ 서울석촌초등학교 (석촌동),19890807,19900510,B10,20230326,37.5025525,127.1047464
공립,7130131,서울상일초등학교,서울특별시강동송파교육지원청,5283,서울특별시 강동구 천호대로 1477,(상일동),19211002,19211002,B10,20230326,37.54710470000001,127.1722921
공립,7130130,서울삼전초등학교,서울특별시강동송파교육지원청,5584,서울특별시 송파구 백제고분로28길 19,(삼전동),19831007,19831007,B10,20230326,37.5014438,127.0926088
공립,7130129,서울버들초등학교,서울특별시강동송파교육지원청,5555,서울특별시 송파구 석촌호수로 81,/ 서울버들초등학교 (잠실동),20070901,20071129,B10,20230326,37.5102634,127.0890916
공립,7130128,서울방이초등학교,서울특별시강동송파교육지원청,5636,서울특별시 송파구 위례성대로10길 4,/ 서울방이초등학교 (방이동),19810909,19820404,B10,20230326,37.5133996,127.1209514
공립,7130127,서울방산초등학교,서울특별시강동송파교육지원청,5645,서울특별시 송파구 오금로27길 42,(방이동),19911030,19920901,B10,20230326,37.5093853,127.1209624
공립,7130126,서울문현초등학교,서울특별시강동송파교육지원청,5799,서울특별시 송파구 충민로 137,/ (서울문현초등학교) (장지동),20070901,20071206,B10,20230326,37.4826368,127.1302714
공립,7130125,서울문정초등학교,서울특별시강동송파교육지원청,5797,서울특별시 송파구 문정로5길 20,/ 문정초등학교 (문정동),19841205,19850417,B10,20230326,37.4889157,127.1286451
공립,7130124,서울문덕초등학교,서울특별시강동송파교육지원청,5809,서울특별시 송파구 송이로34길 60,(문정동),19930720,19931026,B10,20230326,37.4849928,127.1275979
공립,7130123,서울묘곡초등학교,서울특별시강동송파교육지원청,5232,서울특별시 강동구 동남로79길 46,(고덕동),19850710,19851023,B10,20230326,37.5582374,127.1532582
공립,7130122,서울명일초등학교,서울특별시강동송파교육지원청,5256,서울특별시 강동구 고덕로38길 8,(암사동/ 서울명일초등학교),19800510,19801006,B10,20230326,37.5539222,127.1419775
공립,7130121,서울명원초등학교,서울특별시강동송파교육지원청,5268,서울특별시 강동구 명일로 364,/ 서울명원초등학교 (명일동),19861217,19870422,B10,20230326,37.5509277,127.1504473
공립,7130120,서울명덕초등학교,서울특별시강동송파교육지원청,5230,서울특별시 강동구 양재대로156길 11,/ 서울명덕초등학교 (고덕동),19841205,19850503,B10,20230326,37.5569095,127.1460394
공립,7130119,서울마천초등학교,서울특별시강동송파교육지원청,5758,서울특별시 송파구 마천로61다길 24,/ 서울마천초등학교 (마천동),19780201,19780504,B10,20230326,37.4953435,127.1523231
공립,7130118,서울둔촌초등학교,서울특별시강동송파교육지원청,5409,서울특별시 강동구 양재대로88길 27,/ 서울둔촌초등학교 (둔촌동),19791220,19800411,B10,20230326,37.5258587,127.1372794
공립,7130117,서울대명초등학교,서울특별시강동송파교육지원청,5271,서울특별시 강동구 상암로 271,(명일동/서울대명초등학교),19860301,19860506,B10,20230326,37.5471622,127.1532982
공립,7130116,서울남천초등학교,서울특별시강동송파교육지원청,5745,서울특별시 송파구 성내천로 207,(마천동),19831203,19840503,B10,20230326,37.5011138,127.150812
공립,7130115,서울길동초등학교,서울특별시강동송파교육지원청,5344,서울특별시 강동구 양재대로116길 69,/ 서울길동초등학교 (길동),19730106,19740607,B10,20230326,37.5382633,127.1444728
공립,7130114,서울고일초등학교,서울특별시강동송파교육지원청,5275,서울특별시 강동구 구천면로93길 20,/ 서울고일초등학교 (상일동),19831203,19840506,B10,20230326,37.5520548,127.1688703
공립,7130113,서울고명초등학교,서울특별시강동송파교육지원청,5267,서울특별시 강동구 고덕로46길 53,/ 서울고명초등학교 (명일동),19801129,19801129,B10,20230326,37.5526417,127.1468748
공립,7130112,서울고덕초등학교,서울특별시강동송파교육지원청,5221,서울특별시 강동구 아리수로82길 42,/ 고덕초등학교 (고덕동),19831203,19840511,B10,20230326,37.560771,127.1665894
공립,7130111,서울거원초등학교,서울특별시강동송파교육지원청,5789,서울특별시 송파구 양산로2길 26,(거여동/거원초등학교),19970901,19971107,B10,20230326,37.4878199,127.1450246
공립,7130110,서울거여초등학교,서울특별시강동송파교육지원청,5731,서울특별시 송파구 마천로25길 18,(오금동/ 거여초등학교),19670915,19671123,B10,20230326,37.5048584,127.1407471
공립,7130109,서울개롱초등학교,서울특별시강동송파교육지원청,5742,서울특별시 송파구 문정로 211,/ 서울개롱초등학교 (오금동),20071101,20080501,B10,20230326,37.4971691,127.1397585
공립,7130108,서울강일초등학교,서울특별시강동송파교육지원청,5213,서울특별시 강동구 아리수로98길 24,/ 서울강일초등학교 (강일동),19930720,20090901,B10,20230326,37.5649867,127.1772787
공립,7130107,서울강명초등학교,서울특별시강동송파교육지원청,5285,서울특별시 강동구 상일로 74-1,(상일동),20110301,20110504,B10,20230326,37.5545566,127.1733882
