좌표정보(X),좌표정보(Y)
200799.426,450188.6544
200380.8574,450880.6879
198740.4931,451509.1147
200461.8794,451084.3812
200871.1438,450484.9876
201381.5998,451226.0831
197931.2761,451031.6062
201032.7432,450590.3635
198241.3628,450677.7067
198586.0229,451347.3162
198783.1417,451071.1638
199516.114,451473.7052
199485.2961,451128.5609
198487.8189,451020.8511
201279.1682,450810.2862
201601.4449,451177.3162
199524.0995,451258.8967
200446.8816,451095.7099
199130.7502,451121.6326
200068.2636,451379.6005
198680.9957,450749.1712
190146.8131,444800.3529
199722.7819,451245.7079
198780.0187,451009.7736
201664.2629,451387.4687
199093.3591,451180.0998
200371.5007,450781.8609
198570.9356,450815.3117
200894.2339,450392.1712
198669.5457,451111.9099
200890.2895,450161.6842
198524.3248,450808.7091
199498.3107,451174.0187
197133.1818,450929.2537
201948.1992,451824.3142
200037.2972,451532.3236
,
192828.0538,457530.7576
200219.0782,451350.3362
199832.7212,451308.4824
198306.9062,451770.3313
,
200505.5608,451371.4501
198001.2345,451083.4494
197190.6906,451726.3972
198983.5213,451368.0602
200906.7467,450150.4409
198113.3707,451483.3
200953.8177,450575.4336
200275.0253,451436.0579
198695.0839,450805.0289
,
197099.2727,450558.6246
200253.3577,451423.7672
201236.2355,450800.4322
199615.5088,450712.5532
192634.2349,457493.8255
201336.2259,451496.9608
199297.9373,450912.575
201025.898,450952.4112
199232.1863,451087.052
199842.0544,451782.8356
,
196864.9428,450649.698
197742.9594,450620.8921
199052.5571,451434.9186
201024.2712,451565.5154
198965.672,451577.8882
200980.9888,451874.0041
201775.6825,451396.8781
200947.3214,450404.0078
200461.8794,451084.3812
203066.5448,444751.6364
198596.7647,450501.5953
198460.944,451280.7298
199508.5602,451159.3566
,
200703.6256,451836.4583
200839.4661,450052.3013
198655.3174,450674.4504
201624.7917,451518.8435
201806.2924,451653.7338
198263.9084,450960.763
,
196948.9333,450906.1778
198662.2189,450881.1317
198512.3417,451453.2367
199319.7002,451314.2036
,
198921.2413,451495.9854
,
201568.293,451424.5868
198924.249,451080.0714
197016.0458,450958.8224
198338.1225,451130.6636
199279.7801,451360.0702
199668.1595,450612.6835
197002.8891,450904.0135
,
197949.7717,451091.9719
198193.5344,451650.9558
197154.3035,450749.8212
200774.5276,450138.9134
197870.0322,450857.5418
201329.152,451470.3356
201558.8719,451979.7529
201122.3675,451683.273
198508.0945,451068.2984
198523.4101,451243.0555
187479.331,446427.9734
199089.7966,451204.4113
194068.6487,446239.574
193432.8314,450385.4382
192887.2257,440954.081
202764.6536,446726.4245
190777.4306,446138.2699
193823.2813,452013.7855
204163.7381,446662.5665
197037.3688,450812.9397
201990.3675,451853.3705
197811.632,451219.9341
201250.5889,451050.6936
199913.7342,454496.7314
199007.9603,451492.9339
200778.7184,450304.9695
197975.1758,451262.7828
197906.5989,450860.8594
197711.6301,450541.1714
198107.5759,451520.6295
199111.2743,451713.7062
198751.7094,450910.1328
201008.6589,451003.9066
199279.7801,451360.0702
197670.3053,450685.6518
201823.909,452076.8187
198496.2616,451022.5393
199061.5368,451408.5072
200058.7252,451293.053
198978.3302,451624.3033
198978.3302,451624.3033
199510.1453,451287.9548
197884.3956,450814.5481
197612.9951,450539.8577
199507.4754,451488.4124
200206.1757,450882.1867
198827.7272,451005.206
197591.8385,451245.2434
197783.5504,451849.0182
199658.5442,450987.284
198672.5944,451103.1822
200873.3915,451329.6174
201489.1533,451401.2067
200889.7008,451085.9568
198153.7255,451759.7975
201058.0193,450378.7517
200588.9599,451679.8841
201529.2188,451547.6083
198921.2413,451495.9854
198695.6586,451034.5095
199022.8177,451132.8909
201665.1541,451348.0975
197612.9951,450539.8577
200948.1811,450504.1585
197964.0955,451694.0357
198513.572,451211.1034
198915.5248,451573.0018
198035.5875,451790.5401
198063.7058,451683.8162
198314.3315,450501.4989
203968.9154,442568.3837
201763.4035,451359.301
197582.7949,450592.5434
199733.2257,451140.8798
198113.9323,450944.4452
198142.3358,450561.0033
200264.0164,451547.8314
199143.472,451193.9909
201653.6269,451240.9211
201649.4797,451312.6131
,
200882.2999,451300.4158
200204.1857,450992.4888
201575.6097,451440.8119
197591.8385,451245.2434
201779.002,451556.9385
199525.445,451274.7996
198118.8801,451614.3629
200405.621,450993.0499
198034.1252,451321.5578
198034.1252,451321.5578
199482.2699,450949.0074
198634.3454,451266.0657
198606.6342,450505.2085
198126.5019,451827.9732
197223.23,451744.2
198692.0932,450775.6819
199710.7094,450958.6114
199674.4074,450962.8729
201653.6923,451327.1282
198150.3797,450864.6313
198983.5213,451368.0602
197608.8277,450617.7859
197870.7608,451109.4662
201077.238,451096.1767
201236.0315,451872.4094
199659.7646,450997.1412
,
197869.0477,451120.1162
201237.098,451217.389
196864.9428,450649.698
199735.9766,450975.936
199490.8884,450985.2077
201406.824,451119.6558
201823.909,452076.8187
197588.2541,451216.8933
200436.7611,451157.4994
,
198647.8135,450503.4723
198185.7683,451601.0637
198559.3893,451126.8544
201019.8095,450659.2199
199821.2248,451658.2965
,
201256.8662,451264.8824
197133.1818,450929.2537
201201.2542,451060.3717
201465.6569,451392.762
196711.0993,450733.4404
198662.0732,451337.2063
201085.2662,450899.4425
197063.8433,449196.0256
200277.8356,451316.3403
198193.5344,451650.9558
198142.8812,450638.8105
199113.1049,451463.6903
198259.6536,451392.1982
197920.237,451125.6269
199525.445,451274.7996
201649.9682,451534.8636
200524.7251,449668.3347
204586.37,443682.9741
199363.2139,450489.7152
198073.0636,450876.7294
197620.6489,450919.8743
200750.4551,449638.8243
199137.8045,451248.8658
199507.4754,451488.4124
198916.6535,451694.8429
198916.6535,451694.8429
199044.6343,451498.5818
197940.9441,451167.2368
200971.3011,450297.8736
199213.9431,451187.6028
198264.1744,451644.9926
201296.9735,451506.5021
197828.4079,451318.673
200862.8169,451007.5383
198156.646,451581.6009
201026.3026,450532.7359
197728.3728,451030.8539
199880.1151,451797.9012
200809.9146,450438.3089
200439.9166,451538.7719
205918.8207,451118.3269
198916.6535,451694.8429
200956.0021,450523.0196
199516.114,451473.7052
198921.4162,451595.5792
201634.149,451785.8271
200263.3637,450782.4183
197871.5436,451128.0522
201126.3362,451012.9232
201170.5755,451314.9641
201949.5987,451536.7022
201122.571,451623.7691
197662.6816,450706.1473
197462.1988,450878.2118
201659.5568,451379.4874
201221.7974,451227.7125
198073.0636,450876.7294
198644.4387,451230.3352
200463.6253,450497.4609
197963.7892,451793.817
197652.1005,451118.9955
200270.6673,451413.3097
197738.779,450468.9431
198563.2465,450812.4181
199526.4161,451693.2113
199517.7869,451242.9155
202482.7014,444787.813
193737.4802,446434.3033
202804.6027,442734.3151
201207.5336,443748.2815
195960.8803,445586.2007
196778.4956,446947.9608
186891.7665,450057.8618
187160.6656,450873.0171
208948.1251,444155.4242
198319.0868,451637.8829
199631.5706,450883.3693
201612.3756,451967.8801
197529.2044,450672.9919
197462.1988,450878.2118
209613.5696,444822.1564
205830.0089,449221.9732
201165.343,451082.9987
201877.202,451414.2926
201451.4919,451517.4737
201457.3293,451124.0735
199097.2021,451430.8783
198620.9343,451681.958
200987.035,450013.27
198031.1907,450470.1665
201493.8175,451443.4825
200472.3936,451139.6708
199076.6764,451422.5538
198620.9343,451681.958
198620.9343,451681.958
199259.5172,451068.2268
207470.7368,451778.8069
199332.2989,451378.468
197979.0212,451376.7834
199291.7089,451262.3298
199581.368,450732.9189
199093.4955,451529.7685
201653.5141,451687.9921
197973.1612,450919.3076
198170.6611,451256.151
201801.6678,451610.95
199260.413,451514.298
197692.1589,451179.5803
201577.5692,451133.1002
199087.2162,451188.6711
199642.9038,450884.4487
194209.4869,442710.6101
198333.0285,450665.0543
201447.9824,451441.6197
199289.0612,450861.8477
199173.0445,451273.6315
197663.3679,450691.4042
199107.3282,451158.1626
197877.2552,450718.6406
198458.453,451692.4559
197996.1588,451158.7589
,
200408.5468,451012.3601
199488.7653,451127.8731
,
197936.0577,450851.9122
199678.614,451745.0689
198022.1303,451685.7215
198505.1408,451381.1131
200048.5736,451405.6203
197923.1968,451275.6732
200728.9019,450458.8276
197777.064,450667.3547
,
,
204996.9248,452547.2569
198153.024,451574.2541
198489.6671,451328.203
201895.3555,451479.3128
199940.3839,451640.5573
199820.6295,451804.6257
198298.002,451626.5273
198334.4799,451139.0578
199454.435,451456.2237
202103.7143,451461.3388
199247.6529,451416.8542
199970.7264,451096.3092
201553.9921,451944.2541
198169.5375,450982.446
199321.3297,451306.2413
199500.0876,451655.3224
200477.8517,451407.8947
197223.23,451744.2
199915.464,451787.9397
198499.5223,451318.6897
201510.7705,454306.6374
197761.3527,450694.3175
201423.6824,451344.552
,
200664.5829,451781.8684
197590.2187,450602.8193
199495.1732,451149.8608
201236.8823,451290.2785
,
199908.8332,451799.0035
198305.4135,450613.1933
198640.6596,451053.3799
198264.7839,451746.9218
199272.3503,450950.1703
198259.6536,451392.1982
198259.6536,451392.1982
199193.7413,451258.7197
199892.2151,451714.5924
200479.9562,451383.9483
201085.6421,451841.8718
199524.5106,451285.6403
199046.1362,451509.6373
199780.1017,450970.6856
200466.695,451383.2242
199447.9514,451139.1191
198529.9144,450892.9576
197964.8658,451137.2938
200979.1898,450736.1396
201652.9843,450918.747
198140.7533,450763.192
201329.152,451470.3356
197767.0567,451889.8126
200840.3783,450127.9821
,
197588.9027,450778.6491
197231.3537,451733.9326
200141.9985,450878.103
,
199636.8231,451031.3652
,
199166.2324,451237.7377
197907.525,450783.4557
200955.3794,450938.3164
200884.1463,450175.4239
197801.6969,451225.8024
197907.917,450792.3095
199055.7048,451096.008
201779.5878,451536.6181
197962.5603,450585.1509
201929.9504,451483.1444
197536.8516,450787.0012
197938.3485,451255.2923
198259.6536,451392.1982
201114.2859,450585.6795
199448.6027,451119.3967
198179.5362,450741.1093
200871.4676,450344.0874
199199.1925,451006.5126
198594.6332,451328.6149
198866.3649,451021.051
200228.1418,451427.7217
200248.4836,451534.2248
201624.7917,451518.8435
201612.3756,451967.8801
200397.6644,450931.0551
200863.5941,451837.4816
198464.5193,450991.1043
200923.848,451357.8032
201773.5536,451551.1632
201476.1924,451368.2303
197905.6592,451216.395
198786.5998,451426.8116
200870.5445,450160.9283
199579.2807,451347.8583
199982.1881,451864.1446
200266.9979,451553.7386
201218.9637,451192.5813
200271.3984,451530.9771
199627.948,451034.0979
198329.9958,451613.0893
197934.2943,450588.7193
198113.3707,451483.3
197537.0853,451191.2404
200141.9985,450878.103
200068.2636,451379.6005
,
200212.6248,451455.9352
198549.7613,450825.0489
198567.5522,451348.0866
,
198526.1299,451440.2252
189662.9592,442139.5145
198908.2839,451804.8981
205805.0879,462292.9135
193988.8681,450288.8712
187231.1882,448123.8788
197181.3933,452458.8267
198866.3649,451021.051
198504.2505,451303.9893
196824.1342,450762.677
200550.4318,451746.4498
199757.3803,450963.7573
,
200193.5054,451465.4517
199393.7481,451020.3172
201976.1194,451492.7718
197979.0212,451376.7834
201775.6825,451396.8781
199224.4892,451457.7684
201373.8408,451152.0013
198152.6713,450753.4848
197838.5063,451380.7703
200883.9419,450144.4172
201324.3768,451164.0022
199279.6774,451120.5177
201756.851,451560.771
191414.7715,441417.5645
200230.1149,451456.133
198455.9382,451386.5871
197964.8658,451137.2938
201713.7395,451854.4301
199430.2709,451700.6245
201101.8081,451906.1585
200691.0663,451394.3594
199310.4006,451425.4593
201334.1663,451584.4792
201076.4384,451387.0479
198345.0222,451737.6934
201528.5848,451243.1139
198991.7841,451028.6991
198429.9719,451654.1949
200658.1851,450089.1164
197599.214,450785.6934
199500.6029,450946.4759
199166.657,451228.8755
199053.9345,451423.6848
,
199390.2026,451382.7359
197546.5912,451007.2804
200566.4099,451250.6717
197902.1461,450720.7113
198653.7001,451214.3352
200087.8257,451349.24
199709.2034,450982.419
199499.7762,451127.1666
198493.8774,451211.0341
199626.8127,450863.9946
200616.3049,451713.3743
197876.0426,451080.1093
198521.0183,451159.8574
201608.6813,451466.0016
200424.6238,451007.5374
200018.4168,451091.0827
198827.7272,451005.206
,
201616.5778,452020.3114
199253.374,451330.9429
197547.5436,451134.9964
200809.411,450318.8088
200456.2781,451070.8402
197620.6764,450361.5061
200465.0074,451096.2775
197556.0401,451208.3713
198747.92,452993.7706
200410.6379,451057.9924
198306.9062,451770.3313
198507.4108,451209.663
198215.5085,451290.5717
198308.8461,451090.8194
199795.5354,451760.7641
197670.3053,450685.6518
199784.6122,451807.6031
199748.1543,451005.6666
200513.5245,451579.0998
198647.8135,450503.4723
200912.269,450176.9067
200569.713,451261.7011
198674.5653,450836.8581
197828.4079,451318.673
197648.7111,450684.0845
197604.3673,451110.5476
197963.7892,451793.817
200464.667,451090.9296
200448.2159,451387.0904
201030.0368,450573.8786
199259.0328,451458.9911
199018.4667,451463.4827
201585.646,451516.9947
198513.5269,451490.9048
201557.1396,451515.1247
198924.2607,451587.4789
198911.7486,451618.0467
198499.5223,451318.6897
201634.184,451597.0966
,
197767.0567,451889.8126
,
199634.004,450938.0883
199198.6497,451216.4226
201486.6634,451045.7187
200012.7625,451035.6009
198620.5002,451181.8387
197561.4406,450906.4063
198778.8745,451214.2083
199420.5863,451122.4438
199226.6825,451440.2492
197913.0077,450774.984
198367.639,451720.218
,
200424.6238,451007.5374
199422.5651,451719.3502
201236.8823,451290.2785
198013.5109,451686.8802
199137.2313,451161.842
199960.5371,451310.0691
200614.7957,451697.2892
198634.6422,451242.6916
198300.5112,451617.2222
198305.2106,451658.4811
199619.3899,450900.6229
199684.0763,451802.3749
198128.7935,450700.6584
199117.5345,450890.3901
198501.3319,451186.5517
201675.9513,451261.801
198123.9046,451671.1107
201665.1541,451348.0975
201204.1147,451408.5865
198744.4332,451677.0651
199295.8827,451696.463
198004.7365,451693.9426
197964.0955,451694.0357
200939.5192,451266.0637
199221.1565,451116.4449
201408.5992,450908.066
,
198553.329,451372.4119
198662.6015,451175.7107
198219.4753,450761.4438
198448.8484,451658.3045
200113.9996,451324.0261
198163.9332,450720.6105
197123.0067,450582.8061
201224.3597,451263.4901
198627.7217,450864.0973
197963.3562,451187.6802
198253.896,450905.2845
201103.4214,451892.4344
197797.0138,451257.4771
199263.8038,451326.7212
197903.5885,451202.0505
199531.4158,451105.7387
199217.0358,451012.0166
198946.4111,451616.9414
200965.7772,450075.3715
201231.7612,451137.3652
198253.896,450905.2845
201681.5463,451317.8761
198253.896,450905.2845
201061.3159,450942.44
200792.0686,451392.7896
198671.6278,451253.6425
198592.4831,451206.4374
199192.9453,451165.0011
198620.5002,451181.8387
200505.0288,451854.5923
201693.2948,451441.9003
199248.5438,450901.8308
198128.26,451644.7374
200527.4731,451414.5509
198487.1522,451529.2562
200785.6863,451341.2504
200207.6128,448373.3703
201653.6269,451240.9211
197190.4952,451304.5543
201566.8518,451111.307
200870.5445,450160.9283
198183.4286,450731.6234
199991.4664,451233.7469
199159.3587,451121.161
197969.0169,450611.7539
197963.4802,451166.9203
201334.6159,451564.6505
198791.6864,450680.3801
200856.7292,450207.3718
201284.5161,450731.3184
197271.1108,451730.6152
200548.0388,451497.6266
198067.3447,451029.9314
199485.6807,450966.7023
198602.1409,451208.1729
,
200443.9783,451429.4956
200493.7323,451481.8447
198219.4753,450761.4438
201581.328,452026.2061
200411.6921,451410.5434
201015.4234,451372.1781
201906.8688,451430.4441
199995.9462,451285.6007
200271.0471,451119.3711
197970.3402,450932.2831
198651.0442,451223.2099
199127.5345,451102.6862
201823.909,452076.8187
,
201308.2962,450795.8015
197975.1758,451262.7828
197799.5442,451775.1693
200673.0115,451443.2799
199231.9198,451153.2565
200390.6451,450940.7857
197604.3673,451110.5476
197879.1151,450836.403
197870.7608,451109.4662
201983.4071,451465.9655
199572.1379,451493.3356
198375.2324,450977.367
197996.3032,451214.9404
199423.2803,451373.5479
197913.9177,450810.7164
198433.9032,451323.2163
201607.9156,451800.3169
199220.55,451243.5699
199548.4824,450660.211
199176.4011,451703.3769
198986.4925,451373.2953
200944.1802,451360.0247
,
197894.9324,451176.2834
201265.0239,450821.4923
200067.5577,451391.9313
200480.794,451428.2995
198559.3893,451126.8544
200525.4757,451430.6124
200623.6118,449792.6794
199247.5208,451490.6847
199650.4477,451788.971
200379.8049,450958.9571
,
197545.467,450663.3209
198338.0956,451573.1295
199202.1516,451164.5756
201616.3341,451154.8092
,
201797.7493,451639.359
199061.1764,451525.9594
199052.7192,451015.918
199507.364,451255.3883
198288.0528,451619.8661
,
200603.1969,451701.5505
197955.3227,450924.4455
196691.2699,450743.6754
,
198297.0838,451682.1511
198067.3447,451029.9314
198790.345,450923.1267
199225.0829,451677.4561
199474.1803,451524.5622
201029.3128,451893.0629
199658.2725,450902.1266
197999.8112,450951.9121
201005.7558,450640.0275
198748.715,451353.9586
199470.9933,451132.8008
199571.5995,451124.8514
,
201198.3909,450829.5455
197986.3468,451125.8702
197908.8058,450677.2861
198311.95,451655.9407
197993.3448,451148.9612
198123.9046,451671.1107
200473.7821,451393.8272
,
198429.9719,451654.1949
198306.9062,451770.3313
201246.1919,450862.3536
199192.7009,450941.3463
198662.0732,451337.2063
199149.2763,451144.999
200525.6479,451599.5573
201478.5079,451388.2072
200969.0253,450554.2432
199818.771,451767.2184
200477.2503,451376.271
197268.8854,451148.621
197996.3032,451214.9404
198336.8891,451629.5562
199778.4621,451792.7299
201581.328,452026.2061
199267.1079,451366.7791
199166.2324,451237.7377
200094.2913,451350.1514
197924.9899,451215.2354
197867.1566,451779.8809
198169.1199,450751.5202
198404.6813,450266.0529
197612.9951,450539.8577
198007.3129,451837.1803
206688.8597,454500.0882
198552.144,451688.7013
198193.5344,451650.9558
200997.0412,451025.5723
197800.6195,451217.8933
199880.6164,451679.2466
199368.6733,450469.2077
198093.957,451453.4974
200531.4987,451623.1515
200422.6847,451477.1425
198429.9719,451654.1949
197831.0027,450794.3148
,
198505.1408,451381.1131
197652.5097,450632.0092
199908.4138,451822.0547
200393.2088,450879.9785
200618.474,449687.1432
198275.0016,451692.3252
199323.6389,450944.7993
198073.0636,450876.7294
198256.1317,451576.0967
198784.915,450665.7576
201703.2289,451553.2647
199487.4777,451541.4631
197899.4641,450749.1545
198482.8615,451190.3448
197901.5914,450558.5284
199437.0918,451743.5771
,
200673.0115,451443.2799
199188.9182,451233.7814
198761.6113,451456.789
198292.8653,450487.9069
199917.4469,451116.1665
200255.6261,450093.3612
200255.6261,450093.3612
200255.6261,450093.3612
201658.2688,451217.424
198529.4801,451176.2959
200252.9908,450885.4535
198569.5722,450687.7611
199444.3607,451675.442
201430.5666,451272.4665
197620.6764,450361.5061
205076.4205,449018.1356
205246.9747,449286.6289
187758.0753,445907.0644
193055.0403,459903.9723
188654.1215,446943.314
196864.9428,450649.698
198367.639,451720.218
199178.1446,451187.7547
198259.6536,451392.1982
200750.4551,449638.8243
199571.5995,451124.8514
200990.5635,450046.6781
198946.4111,451616.9414
200057.8461,451406.252
198923.5023,451088.7491
197195.5604,450632.3269
201669.5539,451913.0439
197133.1818,450929.2537
201039.3374,450218.9771
197095.7894,450839.6722
201637.8551,451945.7554
198744.4332,451677.0651
198447.6446,450955.1611
201236.0315,451872.4094
200548.0388,451497.6266
197489.8201,451531.2559
198433.9032,451323.2163
201236.0315,451872.4094
200203.8637,451438.3158
197536.8516,450787.0012
197620.6764,450361.5061
200969.0253,450554.2432
200320.1309,449931.5576
199325.1743,451256.2403
198921.2413,451495.9854
193719.1382,450301.9896
199341.0142,451321.0493
198263.9084,450960.763
196864.9428,450649.698
199601.7184,451011.6639
,
201362.6956,451177.2225
197676.3161,451123.0764
197123.0067,450582.8061
,
199039.3253,450952.0206
201266.1987,451284.2555
201979.3304,451927.2793
197843.8207,450717.3536
200585.8985,451762.9086
200141.9985,450878.103
199602.7122,450736.8177
201465.6569,451392.762
196700.1142,450736.4243
198632.3445,451275.5514
199832.5876,451660.2617
198635.3722,451075.9412
199663.138,451019.2477
201049.6738,451892.2031
200673.0115,451443.2799
198527.0993,450998.0734
198219.4753,450761.4438
197546.5912,451007.2804
197713.907,450602.482
199448.6027,451119.3967
200933.4745,450264.5747
197616.4415,450814.9245
198564.1795,451386.8747
197969.0169,450611.7539
199368.6733,450469.2077
200502.4717,451280.5312
198676.9853,451184.2193
200357.8487,450908.0008
,
201089.6121,451825.4769
201157.5636,450944.2551
199535.1131,451123.7984
,
,
201243.8082,451308.42
201493.6772,451345.5511
199393.2204,450963.9548
201489.1533,451401.2067
198460.2529,451297.4953
198523.4101,451243.0555
199852.4886,451392.5687
,
198516.1892,451641.7381
197828.4079,451318.673
197591.8385,451245.2434
201454.8046,451687.3252
201191.6802,451611.003
199462.6588,451357.2256
198608.2263,451340.8591
200255.6261,450093.3612
198698.1773,450644.7762
201642.8689,451262.8296
198355.9862,451166.464
200020.6398,451141.037
197918.4113,451168.754
200422.3918,451000.1579
201797.8723,451628.4699
198740.4931,451509.1147
199540.0144,451538.6695
199978.6736,451377.9722
199144.2323,451225.7676
197163.9449,450564.5222
198625.2543,451373.686
200871.2448,450997.89
197652.1005,451118.9955
200975.9805,450412.2349
201993.2655,451518.0529
197808.9492,451810.4472
197970.3402,450932.2831
199298.9075,450999.1894
198852.9181,451263.8147
199664.5613,451032.7268
201641.9495,451512.7434
200053.0472,451520.4332
201988.7452,451647.0708
,
200439.9166,451538.7719
201239.508,451252.5577
201767.0854,451555.4778
197879.8798,450849.0864
197800.8758,451240.5562
197612.9951,450539.8577
197686.145,450676.1738
201362.6956,451177.2225
197905.9006,451235.3738
197838.5063,451380.7703
197612.9951,450539.8577
197504.8651,450658.5925
201283.3565,451322.2912
200202.1275,451473.9426
196691.2699,450743.6754
200498.4975,451494.7068
201775.039,451516.7714
198792.8186,450900.9423
201508.7265,451210.0709
,
198622.0123,451198.4035
198128.26,451644.7374
199318.5423,451740.2829
196864.9428,450649.698
198556.7795,450808.7275
200957.319,450373.044
,
199223.8409,451249.6495
200441.243,451115.5979
199480.4428,450937.7742
199498.5773,451195.5028
200502.6915,451875.4762
201862.5288,451586.6035
203780.3583,445235.4182
198647.8135,450503.4723
198631.5372,450870.4118
198807.8795,451390.6893
,
,
198495.6157,451204.924
198609.3056,450495.1948
200538.8501,451107.6143
199299.358,451614.7082
199857.113,451771.2983
201236.8823,451290.2785
199274.1899,451395.126
198505.1408,451381.1131
198123.8395,450646.9521
198562.7545,451322.8305
197705.8038,450180.0191
200907.6924,450306.64
197591.8385,451245.2434
201309.0723,451306.1954
198502.2425,451514.2641
199981.8761,454523.486
194081.1785,450232.2235
192726.7438,456356.1996
192825.7957,457740.6732
192151.5561,454225.3361
200748.0086,450276.6935
197876.2722,450687.9487
200405.621,450993.0499
,
200030.2968,451211.1609
198583.1393,451499.9579
191794.6055,445763.3257
201263.2128,451182.064
198492.8019,451427.349
,
198519.9516,451456.2639
198671.6278,451253.6425
200607.3491,451684.6286
198827.7272,451005.206
197649.7002,451075.9617
197898.6785,450774.6405
185200,450940
199588.2355,451711.176
197483.1962,451192.9873
200992.2667,450601.0412
201675.9513,451261.801
201628.0898,451407.6249
200505.1071,451510.4215
199579.3112,450743.0787
198128.26,451644.7374
197953.3655,451330.0973
201457.3293,451124.0735
200161.231,450837.3257
200066.9845,451406.737
200493.7323,451481.8447
201543.4951,451425.3338
197101.1814,450565.0137
197811.632,451219.9341
200919.2212,450321.2713
199686.5001,450981.7321
201083.74,451437.9703
200750.4551,449638.8243
200493.7323,451481.8447
,
200439.8634,451137.5425
198263.9084,450960.763
,
198175.3232,450992.1352
199040.2671,451521.3008
199991.3963,451121.4498
198543.6447,451049.5806
197906.2369,450853.5717
197979.0212,451376.7834
200841.9904,450391.8986
198413.8987,450986.8451
202217.5812,451395.7175
212140.0884,448486.5807
197761.3527,450694.3175
200866.024,449957.815
198128.26,451644.7374
198497.031,451472.1745
201258.5168,451171.6592
201775.6825,451396.8781
201442.039,451619.8455
198646.9362,451195.1313
201618.3859,451389.9609
197953.2035,451269.9466
198129.2651,450530.1547
201212.6228,451611.3415
198073.9117,450578.4515
201040.3526,451852.1426
,
196596.552,450737.032
200969.8858,450275.7898
201642.9336,451375.7039
197913.8058,451155.4175
198532.5036,451420.7864
,
197591.8385,451245.2434
200426.8656,451015.4966
197192.6878,450621.3195
197556.6353,451202.6722
199550.5063,451392.2197
201632.5734,452015.9024
198445.0077,450967.2128
197928.962,450681.2904
198380.6413,451105.0331
198367.639,451720.218
201632.5734,452015.9024
198345.0222,451737.6934
199664.0832,451624.3808
197047.2394,450600.9085
201761.6634,451317.4415
201336.0897,451505.7333
196932.3748,450746.5537
201798.3913,451578.8156
197881.5352,451106.7962
199701.6562,450967.4202
,
201687.8956,451317.17
200394.5542,450992.1563
197954.5756,451102.8119
201627.1888,451441.6041
199226.5846,451192.5416
198928.5086,450805.5152
,
200113.3412,451351.5625
201823.909,452076.8187
187010.3107,443896.8836
196864.9428,450649.698
200616.7047,451257.8754
200877.4703,450410.0293
200552.5827,451430.9932
201388.4294,451134.2809
199140.2849,450883.8026
201268.7333,450811.0622
197973.1612,450919.3076
198172.1511,451350.9692
196932.3748,450746.5537
199500.5517,451143.1899
200477.8517,451407.8947
198416.8592,450511.7125
198123.9046,451671.1107
198948.2036,451828.0017
194393.1848,450236.7135
201658.2688,451217.424
201090.1558,450965.209
201076.9552,451892.097
197477.0608,450610.7464
198511.3568,451295.4682
198825.07,451046.8143
198000.9672,451745.0255
198300.5112,451617.2222
197551.1632,451244.6048
201003.2143,450377.4964
199735.9766,450975.936
197476.7336,450632.1591
201794.9451,451530.4251
201043.5671,450357.8732
199567.0877,450681.3168
200371.5007,450781.8609
201406.824,451119.6558
201131.6761,451442.8236
199016.9821,450955.86
197967.6984,451078.8212
198631.1684,451073.1138
199524.0995,451258.8967
199918.9178,451773.0173
198035.5875,451790.5401
200471.0274,451083.0763
197546.4637,451268.3776
197799.5442,451775.1693
201797.7493,451639.359
201682.8915,451402.7049
198039.4201,451159.8618
187076.5094,450365.5433
201470.3093,451414.9479
199145.263,451255.6053
200983.7817,451371.7922
200578.9285,451513.6493
201742.6872,451552.4014
212748.0908,444046.5113
197904.1543,450813.5567
201591.1517,451868.9749
198345.0222,451737.6934
200374.4846,450990.2692
,
200664.5829,451781.8684
198678.4864,450547.2413
201793.7067,451714.1128
197517.1573,451193.9214
197602.0542,450803.5787
199260.2259,451178.364
197249.3577,451208.5602
198733.3648,451035.6227
197808.9492,451810.4472
198552.144,451688.7013
199500.4199,451531.4918
199145.3242,451040.4327
200978.677,450174.3838
197968.5374,450685.1882
199923.9,451821.6442
200271.5161,451564.0477
198375.2324,450977.367
198448.2195,451013.6472
199367.7735,451569.4174
198178.212,451722.2396
197778.6988,451891.6509
198053.5917,451652.3977
198750.1493,450642.6631
201638.4019,451443.5075
199864.7709,451810.6302
199337.4706,451614.073
200927.1836,450505.5706
199142.9809,451303.184
201786.2011,451516.3573
199154.8982,451693.1387
198659.4462,451198.7893
198073.0636,450876.7294
,
198683.764,450802.6013
199693.9438,450974.9126
189592.1404,443411.1181
199851.3801,450946.6691
198306.9062,451770.3313
201031.7969,450880.6351
199496.5951,451515.8382
199823.682,450946.7839
199550.5063,451392.2197
200936.683,451360.0654
197960.8865,451200.0399
201515.0536,451247.0433
189919.5501,453342.2222
200750.4551,449638.8243
200510.2867,451400.5619
201051.4768,450625.6606
199879.4134,451806.8394
197885.4184,451144.2217
196932.3748,450746.5537
198692.0932,450775.6819
201634.184,451597.0966
199119.114,451114.4484
199864.7709,451810.6302
198228.1149,451678.1575
199277.9419,451174.8189
198209.4793,451715.1174
197904.5611,450820.7439
201837.6087,451402.2027
198259.6536,451392.1982
197119.8396,450513.8668
199778.4621,451792.7299
197874.8201,450789.4486
198769.4602,451515.0926
199909.7494,451789.4811
200425.9561,450950.6531
198553.9311,450902.869
199533.2167,450339.0629
189920.5286,440521.8552
