좌표정보(X),좌표정보(Y)
189618.7529,444921.0787
189925.8462,443503.1819
190287.2246,444141.9907
191632.691,441859.9689
189575.8153,441503.1817
191503.3861,447289.5484
190596.747,447076.4338
191323.0992,443228.0527
191616.784,446963.3797
194571.1524,445790.5499
201470.8525,453967.2671
201449.0435,454046.4853
200708.7857,456499.3655
204188.722,456828.5785
209604.5507,445743.3124
201954.6174,449624.6564
192935.0745,449856.4655
211249.2815,445033.8986
185590.1505,450885.1857
202261.5862,452109.4002
185617.9308,450298.274
193574.4178,451151.6794
201435.7545,451045.4051
199096.8512,442560.4061
206273.7934,462171.5231
193609.2278,443220.4061
185305.6752,448203.2228
189086.8534,446779.9433
201215.8782,454367.5778
203362.7762,447104.2005
207108.8836,451388.559
193440.9601,441903.1341
203772.1074,444464.7754
192744.6231,454650.4417
209383.7556,444872.3804
188647.2075,449864.7935
193072.0193,450026.4245
190605.9719,445788.0198
192437.5773,449930.212
193472.1057,450345.4305
201114.2907,451366.0997
211711.8175,449477.9426
204970.9016,452852.821
209768.2367,444395.7923
201496.0498,453031.3109
,
209874.421,444267.0538
193613.3453,451541.0615
,
187922.2626,448410.3354
190284.1549,441702.5405
185340.7437,450856.8287
190845.4235,452552.3523
187709.3263,447195.8902
202085.1126,444323.8051
189775.6267,446908.7735
209580.1873,445294.1811
202011.5866,446519.3254
203179.5166,461310.6062
197866.0846,452747.6188
202716.535,444150.93
194334.6189,450650.7478
198886.4227,452324.5149
199826.5328,448157.3162
200413.9644,451172.6494
210710.6146,447438.4911
190698.7514,452779.7614
192542.569,449613.7722
191100.815,447841.495
203649.4603,459120.7442
209867.963,445547.2315
192466.6693,443823.372
203303.2323,444537.2578
191864.6175,445723.28
207564.8251,453076.1331
190909.2802,452720.1366
202396.6832,459855.6599
203885.6727,442547.7246
202660.9861,452358.3672
190146.7944,447018.1983
201718.7894,446225.0565
202805.4039,445111.0048
,
208231.3565,456138.4172
192048.3162,442212.4646
191073.3146,442499.467
205790.3147,448880.1516
202589.236,453496.8333
191732.2311,450649.396
198602.1409,451208.1729
201197.4278,443727.5951
187204.7031,448110.6305
188895.8441,447480.9796
204515.6553,444590.2473
205983.48,451553.163
207219.6024,445360.1206
202492.6368,453428.91
191838.3548,446418.3626
213609.4944,450891.678
191605.4618,445138.6715
196527.7803,446961.6636
210951.4425,442706.683
201655.5477,455480.7584
212434.8684,447845.6373
215103.1775,449616.0648
193005.4578,454209.0735
201275.127,454417.7659
193937.7654,456133.6919
197535.0292,449074.5734
192320.9034,449279.9352
198194.8185,442802.6815
191780.5593,438774.0305
201526.1069,445599.9827
190250.8751,453017.8672
203043.5661,462059.4439
201598.5114,457357.307
202141.003,444998.3708
200231.5381,448226.4814
185517.646,450898.3544
203890.256,444513.3304
192203.125,450285.5285
206890.954,447702.4208
197209.9908,452300.6954
204761.3025,449017.1009
189779.528,442856.6539
201496.189,457847.8899
201982.3847,445244.5344
196572.4731,441624.8829
193259.0903,449632.5435
186015.7384,443657.6143
185692.5515,447374.522
194343.7844,453291.8088
205215.219,461819.1679
206444.3383,452187.0903
190146.7944,447018.1983
,
195048.669,445654.5034
193026.8757,447427.7834
193371.1207,443165.3464
211912.2827,447248.1261
192959.2712,447637.6561
186958.9471,446441.3901
204589.8308,458420.6806
190741.1581,442703.3118
193403.9649,451272.9266
207901.9983,454698.865
192474.1349,442296.0959
199286.4468,451305.0364
187473.8958,447170.0864
194147.3459,441207.8401
200400.7074,452032.4008
211723.3574,449344.4613
193223.5647,450978.4137
205930.5066,452683.8437
205393.2504,461665.6299
201505.8676,442604.4718
211865.4322,443658.3355
191908.5046,449666.7911
193005.5249,449527.1489
194638.9765,449445.8589
192062.8768,449798.5495
192482.4165,452143.4915
186920.9582,447598.9004
,
184824.2758,450916.7579
186496.1898,447368.0644
,
204544.3798,444468.5607
198101.5933,452496.3621
203192.352,447052.3204
198192.7083,442773.2026
210357.3751,444083.7163
203691.4109,440581.5355
193518.067,444123.5097
202886.3999,444259.103
197162.936,452693.5243
207764.1368,453486.6186
198692.7178,450759.0995
201193.1161,442444.2722
,
211746.1622,449360.862
209640.4187,445854.1221
191688.8013,441962.6529
191704.4973,446273.6089
190882.7769,443341.9917
193781.8522,446488.1909
195555.0998,444240.2315
198253.499,442749.7767
193311.8316,443352.6725
198086.5664,441754.7984
195858.5596,442664.1831
203350.3571,447061.2717
191191.4483,442159.7106
193758.9474,442999.7445
193758.9474,442999.7445
192494.5593,441357.5618
196014.885,441911.6849
203028.6829,442441.156
203578.0854,440683.5226
201290.205,439400.9741
202877.1913,445803.4228
203128.1348,447069.1031
209565.7543,444358.6462
209690.1233,444742.665
,
208707.0899,446299.3528
209132.1512,444247.2136
210991.783,448874.6108
198207,452455.8332
199534.1626,451211.3553
201634.149,451785.8271
204712.1755,448440.3412
206238.0456,448934.0744
206278.9821,449425.1319
205367.2681,448000.9513
202967.8312,453731.1442
202869.0742,452745.3879
205004.3754,451748.8047
201934.4076,445832.3372
205980.7722,455275.8359
203102.3567,456561.6353
202412.8062,459820.2167
201765.9985,458077.4654
206361.5456,457875.1919
205368.3884,461774.1111
206692.2953,457984.7
206773.6242,457574.9591
193061.2681,455495.6125
193888.54,456453.6423
194848.074,454082.0775
195209.0504,454414.4718
192456.3669,453652.4601
194275.8198,450590.6576
192737.648,449700.5556
195184.3359,448780.2688
195237.6427,448733.4048
193463.8037,450311.2053
193340.6966,450339.4518
193279.7238,451014.9814
185677.4444,447439.6751
187676.9248,447189.154
185327.0138,450918.4228
189066.643,449462.0672
210991.783,448874.6108
193245.5036,450096.8602
191622.5778,445765.9379
205570.0026,457120.3372
211130.8556,442017.3466
210753.8783,442967.9415
199156.9574,451149.3211
196014.5157,442362.989
203232.6317,446906.3385
203613.4662,461566.5701
199694.6145,451869.1788
200311.6163,453225.9954
198916.6535,451694.8429
199319.576,448067.2514
190107.0454,445157.6264
189551.8288,441176.2274
189364.096,441746.9815
190990.2352,444273.5213
189838.4852,446938.0186
193592.0004,447092.6294
194839.2315,445583.8987
194977.4059,445632.1261
194899.8918,442135.938
193630.2238,443042.091
194847.7297,442648.465
201654.0314,445398.6555
200440.0108,443124.6714
202619.0981,443688.6917
201982.3847,445244.5344
203357.4289,447165.4966
204624.6345,443903.5926
204650.8091,444114.7901
203707.1843,446621.8443
204915.2879,463710.871
189057.1567,446607.57
201879.2655,440383.506
197832.0638,449895.7596
200072.7195,446996.5481
195473.0347,442123.518
205032.4893,454797.6297
212511.6556,442722.3711
204651.3145,449177.6764
193285.5497,450808.5716
,
189798.2811,442779.3521
203337.1994,442163.2499
,
189793.6313,444899.4043
189793.6313,444899.4043
189793.6313,444899.4043
189793.6313,444899.4043
189793.6313,444899.4043
189793.6313,444899.4043
193255.5676,450908.0917
202368.359,446513.5878
191940.3783,450658.4858
187092.7192,446943.7655
204814.1667,463160.2875
198484.9458,441665.7233
212677.7961,449179.8759
210845.9384,443340.2303
212259.8561,444505.6688
196905.9776,451512.0167
200422.3918,451000.1579
207234.6846,448107.573
188822.7175,446968.3371
205601.926,459732.1286
191409.6462,439449.4585
198266.3726,442651.7059
207624.4247,445533.4396
192230.9345,454988.5057
200076.3616,453291.9556
207624.4247,445533.4396
206694.7071,448117.6204
192086.5853,456331.1498
203273.9747,446571.5605
203519.2709,444294.8425
205130.5917,445590.0968
204692.5934,444607.7511
202894.2962,445277.7231
204290.7613,444911.204
208707.0899,446299.3528
208805.0425,444931.8403
199696.3372,453624.1182
199988.0915,452967.9302
197107.8404,450290.4427
205285.6683,449135.3823
205324.0418,448801.6031
206163.9052,448187.9832
208515.1368,455328.535
202965.7254,445754.7434
204368.6031,448625.3712
203318.1273,456078.9821
203783.2123,462550.4573
202843.1009,460548.6011
206762.4663,457382.5385
192425.8152,456062.4082
193602.7317,458138.2575
192427.8373,457613.8639
192983.265,449795.0212
193280.2288,453053.6501
194265.0676,450433.691
195387.6223,454191.4471
191865.5158,450512.7427
193360.0286,451273.5759
187954.1896,445124.1316
201704.301,457707.5688
193376.5934,450193.4151
206845.2401,456329.0784
192894.0848,449922.7996
189062.0613,446651.2905
184108.6209,452065.8095
199561.7253,447651.5139
203421.1941,447275.6545
204535.9487,444542.1362
202807.9943,460388.5825
197540.8903,442258.9663
202631.8552,446770.951
193145.5523,449419.3005
186340.1801,447965.5405
187828.2308,447116.6043
190680.5369,442392.6453
190583.9258,445853.1888
188494.599,447318.6605
193539.1594,443247.8899
190470.3754,441882.8108
203769.2856,461329.2243
205976.2115,442957.8995
194786.2098,449356.8824
198228.8123,451964.8014
206943.5261,458051.4692
192023.9122,456793.1728
202240.9172,445297.2202
201495.7587,454179.056
203177.0515,444510.6939
192690.6401,459181.7038
191623.1416,450466.4302
201531.1951,446056.6437
196554.2106,449921.1855
207042.7231,447933.2405
195550.3741,442211.4481
207606.6286,453411.0556
185492.4575,449233.6934
208269.4332,457021.162
200430.2574,452009.1312
193326.931,446973.9146
209567.0096,445627.1518
190488.5128,447425.4985
188818.8345,446711.2384
203512.9499,450799.5376
210568.2554,443769.8287
213535.8999,449591.9352
192883.8208,447484.8781
196803.7539,447100.4786
188770.489,446541.3852
193273.5303,451175.2885
187039.3104,446470.2439
205895.2633,451700.6206
196139.865,439023.1671
187890.2271,444378.7053
186108.3377,447328.5413
207428.3614,453162.8919
194383.2806,449958.2313
207928.9113,454115.4996
192236.9703,442622.9899
185796.8747,446031.9497
202679.6929,445970.7908
201426.3626,454013.068
190609.4137,442782.0306
201386.3159,460076.312
210894.1604,448232.9405
209929.5748,446085.1213
202148.8423,444308.8291
199900.5183,452222.0383
185980.0465,446313.1895
208394.4164,448165.28
184320.728,442003.9885
198248.0023,441959.7532
190349.9215,443348.7993
204031.0553,444741.4365
185548.3552,450828.7965
185516.8784,448812.0692
210401.487,444071.3184
,
203170.0899,445189.8085
185738.295,448513.5643
201606.5717,452224.466
198171.1157,450986.4933
187709.8977,448162.7373
185086.2483,450830.2066
184443.1214,450710.1779
189767.5257,442832.2425
187382.4811,444315.1116
190395.7135,446836.8212
191684.5476,443732.0902
191238.0336,448221.1132
198073.2075,443363.3374
195965.8253,441749.7989
193392.5355,442303.9494
196384.5443,442822.9803
204153.1776,444971.496
204153.1776,444971.496
209002.6154,444143.4005
200953.3476,450275.9192
191503.3861,447289.5484
211150.1475,449821.117
198324.6536,452252.8124
201634.149,451785.8271
196746.5993,450029.9921
197540.0132,449025.6994
202081.5163,452414.0473
205803.0751,454386.9861
206814.6135,456135.8825
206402.4683,454099.8524
207129.2152,455302.7631
202352.0049,457965.2091
201698.0907,459875.5059
203946.2189,462919.2195
192834.209,459225.6706
194481.5469,450761.183
201350.4734,452279.7443
207399.1801,447821.4399
207667.7518,453219.4582
194879.5962,442483.1311
194229.8921,449894.09
193007.4909,449650.4372
182983.3371,450850.2069
204591.6309,449217.592
203962.0797,449341.2437
185063.3069,450732.1479
186825.915,449912.699
190278.6797,441481.4314
193463.9573,450517.0957
186850.824,450258.9583
199373.0328,452116.3812
185340.7437,450856.8287
208805.0425,444931.8403
202352.0049,457965.2091
202058.5939,459924.5903
186955.9859,449997.8096
196965.011,449221.647
202447.3424,459634.6664
185292.7666,450863.0269
192978.9548,449666.6206
193818.7911,446395.8867
187486.5399,447218.4724
197321.6929,452983.0828
198525.8483,451141.2264
190957.6253,442081.1681
197312.6552,451257.2232
212172.8285,448321.3302
191372.1174,441413.3966
198023.051,449385.2391
208267.5924,455042.9839
202082.6164,459547.0772
192667.4817,449614.5323
193192.0444,450693.39
201615.3114,451211.6849
184875.4648,448243.596
203813.4098,442569.1135
193019.4842,449800.2944
200917.8704,450434.2445
208158.7847,450097.0855
187734.9831,446030.7145
,
195136.9833,449351.1144
191020.2644,442460.919
191466.4659,442877.8559
,
194510.0284,444765.8828
197190.6906,451726.3972
191680.5529,446269.6396
184876.7928,450969.0175
200299.7958,451363.6167
207677.0255,453923.6655
191805.5102,444199.9778
207472.7511,448379.2507
194242.0237,450573.2912
192690.2251,454713.2547
199531.9917,448011.065
193313.7069,453232.6499
204272.9358,461173.523
200017.174,453554.6746
192777.1997,452775.827
196465.0615,451943.0969
193375.2651,451202.616
193010.3388,449625.4166
190125.5648,453090.1498
190125.5648,453090.1498
193289.6851,451148.0062
194272.7073,450208.6324
192482.2642,451121.0739
192649.2512,449378.7945
188602.0912,445982.2859
187644.146,450463.2056
185824.5266,450795.6418
190232.5245,444978.6827
190107.0454,445157.6264
188585.8541,447573.3036
191810.5787,438587.0852
190420.3003,441113.7078
193781.8522,446488.1909
198306.9214,443069.2063
199830.6379,443942.5852
202376.7147,441157.6467
203963.3255,443717.7394
202379.009,444268.7143
204615.1368,442085.4889
202381.7862,446916.5973
203184.1089,444431.8739
202818.1157,446970.5621
202722.5318,444055.0707
200806.1803,451624.0926
200882.6101,451026.9546
201696.6076,451637.1776
198636.1421,451325.2298
200759.2866,450128.6219
205770.6166,449680.0051
204089.2654,449908.6119
203580.8241,449385.7136
206891.8336,448094.3802
206151.9861,452858.5832
204518.3861,453815.2411
204291.2944,453745.2213
203086.3207,453430.5004
202186.4681,452282.6074
208508.1367,455974.0258
207812.4943,453199.4002
207413.4268,454297.6342
205654.0819,456706.9921
,
202258.0604,460073.5925
203248.4906,458346.8849
205095.6699,461310.7507
193418.219,455636.8154
192528.5649,458030.8159
206000.7957,448457.9463
201936.1891,452665.9806
197343.5973,452499.9879
198199.2953,452803.0865
206723.6373,455272.0598
203781.3677,449439.9591
191390.4044,450119.6763
199962.9588,447082.3308
193457.6236,455147.0367
204263.7065,461207.2447
198460.8739,452361.1062
202044.861,456169.484
193307.1954,451168.1081
193361.0586,451174.8347
193448.1477,450196.7227
191782.9832,442919.0857
187048.3017,442885.714
199239.3966,448092.6652
204093.7069,444804.0789
191992.2418,455398.0779
195405.1577,449263.2176
190578.9586,452776.678
193005.5249,449527.1489
198213.9552,452045.2967
191580.5997,447394.1164
204522.7357,454430.4506
200232.073,448365.5495
192001.6004,454791.2833
201724.4578,451515.0795
200436.5614,452787.6975
203030.2249,456052.1246
202073.6577,459626.6785
186000.6489,447807.3586
202381.7862,446916.5973
212358.1421,449847.8051
204690.4266,448414.3749
197415.8086,452119.8253
203608.329,453341.2712
206533.9936,459410.5199
198182.8358,442826.268
203847.8793,453156.1305
202014.2066,444556.4871
199478.7757,448102.0628
194774.297,454564.9796
203211.8592,444523.6939
197979.0212,451376.7834
194293.3482,450686.9215
198400.2836,453876.044
,
201640.3354,454361.919
,
201934.6406,444601.5234
207135.9584,448386.6689
203315.6086,442288.1234
193385.3819,453090.6951
197343.7793,447518.4027
185095.247,450885.0584
202143.9316,458266.8701
197663.9478,446461.7245
207219.0416,447522.9154
203321.5623,451001.8687
205368.3884,461774.1111
204534.6508,456189.5092
191142.5248,442478.998
192484.4564,443827.4415
185895.8446,451927.394
202177.7493,459450.651
204357.3828,461235.7633
205650.594,448569.2057
202969.8191,445625.7611
203366.5576,444565.3321
201399.607,445858.1861
194804.7399,445628.3051
203407.393,444533.7188
203553.7789,462868.4315
204129.332,441461.8933
205994.6757,448761.4214
205982.0847,448766.7715
196934.368,441192.5582
215422.7461,450031.3892
189662.9592,442139.5145
209559.4784,449524.3415
193220.8522,446743.1344
202377.3919,444200.0931
202086.1337,444484.6044
197887.74,441464.7388
202128.6223,453287.1552
197181.3933,452458.8267
202205.5422,459191.4536
201172.8467,454152.4736
195314.0339,448573.2901
198324.6536,452252.8124
199280.7406,451320.6597
183399.4825,452354.4909
189965.7079,441361.4569
211775.8828,446940.6088
201200.0262,450838.678
200033.898,447055.4936
207548.7323,448438.582
195371.288,448658.5331
199092.8887,451156.5305
213157.0475,443876.9333
209142.9345,444190.9856
209773.6802,445276.8895
210905.8824,443585.7325
198259.6536,451392.1982
200411.6102,452506.3427
203465.0888,444587.1721
201488.2279,454185.9695
,
207099.5573,445332.8163
209074.9008,445657.8093
212406.0373,448927.0934
215189.4516,449644.8018
214271.0885,450980.3106
212864.4592,448370.7275
200534.4979,452423.7215
201287.6296,452524.977
201341.7927,452222.3084
198286.3118,452091.4443
199750.3656,453380.0176
198783.2207,451423.4658
197484.746,447719.7986
202776.3505,451558.5765
202757.9364,451451.4657
206723.9342,447826.3346
204317.0102,454294.3043
205843.27,452162.3106
205466.7961,456550.4069
202239.3455,459945.0724
207061.8304,457557.6538
193333.1237,455558.1118
193489.6836,452522.4531
197279.185,449212.0784
194076.2331,450484.1248
190250.8751,453017.8672
191806.168,450584.7703
196049.8277,450280.3111
192887.8826,449692.9953
187319.8607,447054.3639
188039.5434,446149.1972
185548.3552,450828.7965
184998.7045,450740.5412
184876.7928,450969.0175
184685.3916,450700.8004
185642.6673,450883.0068
193357.5838,450430.0744
191864.3673,446303.7368
208676.4631,444377.8948
197464.4375,448972.6646
187309.0537,442884.3385
207530.4657,454415.265
191706.0301,446123.9933
194549.8559,442692.1689
182924.5053,451175.9525
190988.0903,442224.899
191105.9783,442291.099
191373.8707,440333.277
192143.3199,444660.9966
191295.0653,446253.7952
192393.509,441436.8005
194899.8918,442135.938
198638.0196,443539.3897
199754.7061,443832.0913
203641.9383,446756.9619
185724.5702,451198.2998
,
203641.9383,446756.9619
189590.2119,443608.7947
188459.8084,444722.1211
186976.9386,443240.1547
184119.8353,442313.9203
191192.0088,440753.4379
187515.9806,447841.752
191514.138,443083.1797
191683.5866,446668.3454
192514.1415,442280.5891
193089.9884,442376.6117
196384.5443,442822.9803
193830.042,442558.3453
203000.923,440151.7988
200554.744,444811.3648
