ÁÂÇ¥Á¤º¸(X),ÁÂÇ¥Á¤º¸(Y)
191943.1668,446105.5626
193769.2951,446459.0722
191944.5888,446182.2545
191819.7851,446297.4133
193658.474,446413.9177
193818.7911,446395.8867
191700.4562,446257.4741
191925.5829,446245.8064
191864.3673,446303.7368
193437.2338,446618.3987
191876.866,446248.3454
193500.2844,446443.9655
191869.9396,446260.7004
192931.4468,447446.4547
191157.1845,448006.5471
191769.3147,446310.1547
191895.3382,446230.0373
193437.2338,446618.3987
191769.3147,446310.1547
190268.7535,446608.4758
193818.1801,446332.0898
191744.0605,446293.0673
191650.2628,446234.7897
191767.5276,446147.4192
191904.8601,446275.1864
190937.1936,448136.4227
191837.1092,446128.6863
191659.323,446356.0797
191787.549,446256.0302
190384.8344,446711.1699
191690.8809,446122.7746
191784.2099,446243.9575
193861.2724,446387.3758
191735.1246,446104.4386
191735.1246,446104.4386
198263.2274,442592.0574
198294.1412,442119.1553
194477.9257,444726.1571
197790.5567,442326.1747
193835.6973,444232.0018
196589.8034,445204.2138
198277.9091,441969.6268
194622.7033,445272.3453
198313.3832,442852.2484
194604.5176,444709.6999
198165.132,442526.5385
193861.7209,444245.2101
194353.617,445612.4966
194449.3571,445585.2515
198244.9975,441807.7842
198294.4823,441993.0829
198118.0618,442507.0558
198294.0968,442062.2071
198260.9285,441812.9082
194390.7938,445604.7429
198293.2952,441973.3329
193595.53,444057.1081
193913.8163,444286.4374
191781.7453,443085.6228
198107.1252,442442.4666
198316.0109,442637.7323
198313.2635,442622.6372
198221.6871,442585.532
193461.0781,444131.4997
194836.9232,445688.9941
194428.3833,445649.331
194227.0778,445643.7212
198266.8856,442662.6023
194425.9645,444621.2029
198294.8448,442132.5546
198234.1788,442583.1258
198296.909,442527.8829
194477.9257,444726.1571
194634.2621,445725.5616
198202.2455,442584.5741
193647.641,442655.0879
198259.9502,442580.4437
194379.6812,445604.4518
191515.6197,442019.8174
192342.6674,442140.9258
193675.9842,442818.1751
193696.4275,442721.3154
193491.109,442451.0999
193943.3168,442534.4377
193630.4886,442347.333
193812.2658,442582.039
193609.821,442664.5553
193636.1372,442676.2345
192404.0698,442253.4391
195888.014,442308.733
192342.5193,442214.1912
198209.1537,441502.543
193727.4565,442715.015
193758.6726,442324.492
193562.3205,442380.7895
198275.0139,441502.1607
193638.0995,442941.2061
193567.2553,442940.9022
195837.2602,442361.0853
193547.4812,442986.2139
198278.9311,441387.6425
195808.3972,442170.0166
193929.2192,442519.631
193612.2494,442364.8843
193536.0305,442454.1935
193727.445,442644.3222
193620.6384,442783.1984
193727.4565,442715.015
193715.7209,442661.6006
193667.8148,442621.6799
198258.8133,441491.3043
193667.8148,442621.6799
193715.7209,442661.6006
193672.292,442595.2015
193761.4621,442552.3763
195190.7929,442139.9878
193595.0709,443043.5504
192332.4632,442308.0457
194911.4497,442195.3958
193916.4145,442519.5241
193465.7061,442500.7107
193629.7718,442701.7341
195786.6128,442070.3968
193658.2444,442468.3493
195840.3065,441989.6276
198268.1352,441400.7539
195914.8946,442324.5982
193762.0981,442570.9191
195935.2192,442326.2862
193755.1437,442698.2856
198215.7993,441548.6072
193717.8768,442733.5642
193637.4513,442741.1106
192344.1042,442239.7305
193562.3205,442380.7895
193600.1373,442484.5638
193736.3726,442685.9714
193715.7209,442661.6006
193506.4536,442451.5389
195756.6394,442242.841
195807.1633,442004.3152
193643.0631,442562.6269
195907.7682,442331.4168
195839.4429,442127.7188
193649.3132,442481.0076
193580.4755,442312.0587
195999.2821,442463.7959
193637.4513,442741.1106
198262.4065,441440.4274
193480.7264,442387.8109
192325.6203,442139.0727
191494.1045,442029.171
198260.791,441450.1978
193620.6384,442783.1984
192395.2582,442251.3409
193748.0308,442485.6107
193583.5565,442888.304
196172.4248,441954.7702
193480.7264,442387.8109
192421.5991,442233.7851
198268.1352,441400.7539
193668.1369,442651.5605
193559.6798,442789.1301
193646.5517,442708.4322
192323.4714,442261.8951
198257.695,441469.8358
198257.695,441469.8358
193688.0025,442387.5316
193637.4513,442741.1106
193636.1675,442688.2295
195730.0057,442166.0237
193626.3202,442773.0717
193594.7104,442792.2934
193626.3202,442773.0717
192403.8607,442095.3323
192341.9645,442114.1452
193677.9894,442755.3789
193662.6457,442668.0449
195844.3878,442242.2866
195798.7492,441877.3802
198265.8049,441420.2571
202521.3831,443368.0913
193746.8338,442510.7751
193550.9797,442458.4248
193567.2553,442940.9022
193748.0742,442333.0773
193646.5607,442722.6122
193688.0025,442387.5316
193625.8461,442672.4677
195689.1451,441921.6587
191319.8704,442341.997
193526.5387,442390.0112
191303.7929,442376.389
191423.9015,442003.4038
193497.8948,442467.4522
193651.4008,442694.1941
193668.1369,442651.5605
193610.3786,442802.9236
193626.3202,442773.0717
193651.4008,442694.1941
193735.8297,442552.9229
193630.4886,442347.333
193616.9108,442466.7996
192396.7407,442122.9944
193630.4886,442347.333
195808.0571,442130.0008
198034.3972,441532.9103
192437.5707,442237.5146
193646.5607,442722.6122
193685.3671,442254.3604
192327.3602,442321.7351
193631.5001,442309.9875
193540.4577,442393.8338
193702.497,442777.3106
193643.6959,442417.3956
193672.292,442595.2015
193630.4886,442347.333
193671.1809,442608.257
193647.641,442655.0879
193776.0759,442597.4607
195641.5913,442039.4431
193668.2564,442332.2183
193647.641,442655.0879
193632.7137,442655.9699
193715.7209,442661.6006
193562.3205,442380.7895
192415.8983,442258.1175
193594.7104,442792.2934
193696.4275,442721.3154
193667.8148,442621.6799
193708.2543,442276.9011
195739.86,442173.8829
202471.5311,443447.0737
201167.2597,442566.3668
201225.909,442688.687
201118.8427,443334.3703
199197.9673,443239.654
202071.0439,444356.6234
201066.8186,442553.4171
202123.7691,444374.6408
201183.01,443389.3343
201162.5524,442589.5585
199329.041,442965.4799
202453.7135,443491.2009
201181.2223,442647.5749
201239.8044,443592.4959
201287.0654,443586.4724
201188.9213,442592.5948
201181.2223,442647.5749
201138.8589,443340.1258
202256.6188,444148.3325
202109.5002,444403.3203
202054.9444,444385.528
201066.8186,442553.4171
201880.6166,445153.6924
198341.2085,441691.6456
201168.7484,443610.811
202131.2672,444271.9851
198632.4436,443654.3961
202075.2351,444393.0124
201254.9308,442705.7945
199177.0452,443168.3204
201066.8186,442553.4171
201111.6758,442775.6714
201810.6984,446016.0036
202700.5362,443520.4098
202654.5601,443543.9405
202657.4398,446533.7601
204721.6818,444976.6163
204264.4902,445536.5614
203550.6227,444819.4762
203102.075,445751.652
204139.391,445500.7125
204526.0821,446991.1995
202967.318,444136.9532
204604.1292,444915.4978
204125.8356,444770.0175
202662.1529,443646.8478
204526.0821,446991.1995
203477.1148,445044.1261
202804.8929,443121.5573
202628.7112,443941.6789
203475.825,444490.505
203017.9389,444112.1793
204774.2477,445010.2295
202621.0869,443960.2502
203433.7809,444474.3381
203433.7809,444474.3381
202854.5936,444017.6135
203110.7855,445055.4752
202540.1232,443749.2466
203609.925,445913.6908
203017.9389,444112.1793
202471.5362,446478.945
202471.5362,446478.945
202522.7015,443890.5767
202924.7284,444079.3687
203409.113,444284.1838
204738.8653,444986.1082
202526.5569,444894.426
204776.3169,444785.256
202544.7868,443737.0902
201864.3986,446138.7003
204536.6886,444910.8036
203300.7159,446789.6508
204581.0986,444970.5178
203085.6753,445978.5599
202628.7112,443941.6789
204604.1292,444915.4978
203409.113,444284.1838
204410.4623,444837.4881
202451.743,444092.8755
204738.8653,444986.1082
204574.7798,444866.6458
203391.6925,444491.1401
203013.751,446679.1602
204518.4468,444942.6462
202670.0534,445410.5057
202596.5855,443724.0808
202518.3741,444076.445
203444.744,444499.1004
202949.8532,444097.8551
204275.04,444780.035
204159.6737,444785.0632
203475.825,444490.505
203330.125,444424.745
203017.9389,444112.1793
202983.9119,444109.1388
202667.5512,443299.2181
204647.4212,444687.5061
204095.4128,444748.8598
202573.0883,444096.7157
202699.2261,444846.7642
203852.055,444671.3688
204311.6621,444767.5592
204324.2634,445580.1875
201660.5236,446163.6672
202558.9667,443605.4222
204013.484,444693.0005
204738.8653,444986.1082
202603.6761,443910.083
204030.3431,444699.4989
203242.4667,445211.4604
203832.5455,444712.538
202491.418,444881.1118
202646.2252,443641.0367
204579.5953,444698.3933
204526.0821,446991.1995
202142.9002,444753.6759
203337.1962,444489.7009
202518.3741,444076.445
202621.0869,443960.2502
202621.0869,443960.2502
202298.0488,446281.5131
203008.1465,446054.4113
204582.1872,446992.0897
204294.5,446955.0502
204275.04,444780.035
202160.3319,446215.9356
202708.4244,445478.9509
203421.6952,444309.6742
202708.4244,445478.9509
204721.9833,444955.6699
203014.3664,445788.9816
202949.8532,444097.8551
203248.0552,445099.5427
202667.5512,443299.2181
203336.595,444409.025
203354.5711,444416.4865
204786.1826,444965.8725
202977.645,444997.25
204275.04,444780.035
202708.4244,445478.9509
203409.113,444284.1838
204579.5953,444698.3933
204574.6161,444711.0237
203516.5912,444995.0189
203398.1212,444475.5207
202862.8747,445020.8119
203376.5215,444425.5301
203322.1077,444444.1142
203950.1259,444674.7982
202266.9287,444719.0753
204671.1594,444985.8731
203478.5837,444358.3118
203102.075,445751.652
204714.7585,446852.0784
203557.913,444347.5528
202581.4534,443739.1683
203102.075,445751.652
204549.9988,446895.0289
204596.8615,444933.7369
202983.9119,444109.1388
204714.7585,446852.0784
204377.5394,445582.3987
204549.9988,446895.0289
202113.23,446271.8976
203036.0468,445588.5233
204721.6818,444976.6163
204013.484,444693.0005
204738.8653,444986.1082
202614.8616,443629.0234
210491.3219,443569.7632
210491.6889,443508.2212
210562.9008,443555.8647
210491.3219,443569.7632
210562.9008,443555.8647
209591.9101,445864.5249
207122.2002,445436.3451
209868.0808,445956.5372
209509.2559,445829.0782
209443.5013,445885.9386
207300.0286,445429.4599
202471.5362,446478.945
210729.4596,448202.4318
210491.3219,443569.7632
207075.5568,445478.7524
204127.6769,444743.2561
209635.8351,445921.5644
209623.1568,445904.4958
207045.0101,445401.7598
209563.3959,445948.7562
207004.8306,445374.5746
210403.8253,443562.7531
210491.3219,443569.7632
209559.952,445879.9555
209689.0457,445965.4751
209563.3959,445948.7562
210491.6889,443508.2212
210491.6889,443508.2212
209454.477,445853.0595
207135.25,445476.02
206999.2986,445404.1734
209630.5594,445882.7861
209581.5394,445894.9099
210491.6889,443508.2212
209568.189,445934.2292
210562.9008,443555.8647
209559.952,445879.9555
209663.8736,445912.0914
209559.952,445879.9555
210456.9321,443484.5956
209556.1201,445891.2452
208851.6399,444965.4233
207167.21,445474.535
209443.5013,445885.9386
210591.7878,443574.4277
208554.7996,444868.7954
209443.5013,445885.9386
209542.7468,445930.6216
209563.782,445868.6655
210562.9008,443555.8647
210463.2825,443549.8935
210456.9321,443484.5956
210463.2825,443549.8935
210403.8253,443562.7531
207045.0101,445401.7598
208851.6399,444965.4233
210562.9008,443555.8647
210658.0516,443620.6121
210658.0516,443620.6121
208554.7996,444868.7954
208554.7996,444868.7954
210491.3219,443569.7632
210658.0516,443620.6121
210562.9008,443555.8647
209443.5013,445885.9386
207203.8787,445431.9206
210491.6889,443508.2212
210658.0516,443620.6121
209689.0457,445965.4751
209668.7384,445897.9132
210562.9008,443555.8647
210456.9321,443484.5956
210456.9321,443484.5956
210463.2825,443549.8935
210562.9008,443555.8647
210562.9008,443555.8647
209663.8736,445912.0914
210562.9008,443555.8647
212212.6926,448288.0154
212011.0678,448166.5525
212117.2069,448171.4004
211986.9149,448201.8416
212022.1981,448182.3267
212119.7392,448370.1223
212125.011,448412.6837
212091.8416,448085.318
211110.487,448541.1625
212102.5418,448338.9981
211033.5003,448588.8931
212111.3368,448059.842
210942.7611,448620.9056
212102.5418,448338.9981
212102.5418,448338.9981
212005.3366,448190.8987
212237.1938,448335.1919
211080.9247,448665.2026
212215.3783,448196.8547
212211.0121,448223.7193
212226.1052,448338.7256
211080.9247,448665.2026
212025.7137,448227.3781
212102.5418,448338.9981
211963.7874,448212.0129
212067.7983,448341.0615
212172.8829,448356.9303
212131.7563,448108.63
212117.1222,448386.0749
212111.3368,448059.842
212022.1981,448182.3267
211266.4787,448675.5203
212011.0678,448166.5525
211317.1922,449761.09
212117.2069,448171.4004
212253.1527,448526.0201
212111.3368,448059.842
211096.9525,448450.5758
212091.8416,448085.318
212011.0678,448166.5525
212117.2069,448171.4004
211835.9812,447143.4316
212019.4455,447558.9302
211315.842,449745.4689
212131.7563,448108.63
212102.5418,448338.9981
211986.9149,448201.8416
212154.7244,448181.2342
212135.8335,448176.3232
212131.7563,448108.63
211980.2483,448111.0603
212127.7723,448197.1718
212142.5529,448271.1192
212237.1938,448335.1919
211092.7291,448572.3152
212151.8575,448099.9055
212205.7874,448264.6401
211963.7874,448212.0129
212102.5209,448099.2287
211069.4457,448556.0508
211460.0166,448507.1385
211286.8674,448670.4459
211209.8968,448636.019
212025.7137,448227.3781
212106.8929,448374.1263
212005.3366,448190.8987
212127.7434,448291.8185
212111.3368,448059.842
212072.3891,448357.6753
212072.3891,448357.6753
212106.8929,448374.1263
212172.8829,448356.9303
212111.3368,448059.842
212102.5209,448099.2287
212102.5209,448099.2287
212004.6141,448123.8925
211116.1098,448577.9573
212091.8416,448085.318
212131.7563,448108.63
211212.4923,448649.5502
212127.7723,448197.1718
211096.1286,448552.6538
212119.7392,448370.1223
212190.0312,448197.4968
212105.9823,448110.885
211980.2483,448111.0603
212127.7723,448197.1718
212102.5209,448099.2287
212127.7723,448197.1718
211132.5723,448481.2778
212105.9823,448110.885
212142.5529,448271.1192
212111.3368,448059.842
212131.7563,448108.63
212102.5209,448099.2287
212067.7983,448341.0615
212117.2069,448171.4004
201953.6127,459195.5371
185665.1306,447530.3296
200534.8308,452142.4862
191257.6386,439105.1737
191941.4495,442055.1835
191341.2387,438365.6132
191032.0616,439158.5816
190938.8858,440702.2282
191049.8055,439166.7713
191422.6978,437647.5251
190771.5956,440515.669
191722.2287,446262.7979
201630.6141,445872.9412
193745.6434,446380.2546
