관리번호,분류,대표명,주소,경도,위도,사업장명,지번주소,도로명주소,
21,대형슈퍼,롯데슈퍼,서울특별시 서대문구 홍은동,126.926504,37.5815714,롯데프레시 홍은점,서울특별시 서대문구 홍은동 400-12,서울특별시 서대문구 가좌로 99(홍은동),"X :126.926504, Y :37.5815714"
22,대형슈퍼,GS슈퍼,서울특별시 종로구 무악동,126.960483,37.575164,GS THE FRESH 무악현대점,서울특별시 종로구 무악동 82 무악현대아파트,"서울특별시 종로구 통일로 246-10, 무악현대아파트 지하 1층 (무악동)","X :126.960483, Y :37.5751640"
23,지역시장,뚝도시장,서울특별시 성동구 성수동2가,127.054799,37.5377859,뚝도시장,서울특별시 성동구 성수동2가 335번지,서울특별시 성동구 성수이로 32-15 (성수동2가),"X :127.054799, Y :37.5377859"
24,지역시장,경동시장,서울특별시 동대문구 제기동,127.039296,37.5791474,경동시장,서울특별시 동대문구 제기동 1019 경동시장,"서울특별시 동대문구 고산자로36길 3, 경동시장 (제기동)","X :127.039296, Y :37.5791474"
25,대형슈퍼,GS슈퍼,서울특별시 용산구 이촌동,126.969336,37.520936,GS THE FRESH 용산이촌점,서울특별시 용산구 이촌동 302-52 LG프라자,"서울특별시 용산구 이촌로 200, LG프라자 지하1층 (이촌동)","X :126.969336, Y :37.5209360"
26,대형슈퍼,이마트 에브리데이,서울특별시 서대문구 남가좌동,126.915625,37.5714639,이마트에브리데이 남가좌점,서울특별시 서대문구 남가좌동 286-1 DMC금호리첸시아,"서울특별시 서대문구 수색로2길 39(남가좌동, DMC금호리첸시아)","X :126.915625, Y :37.5714639"
27,대형슈퍼,GS슈퍼,서울특별시 광진구 구의동,127.084505,37.542589,GS THE FRESH 광진구의점,서울특별시 광진구 구의동 236-53 광진 더프레236,"서울특별시 광진구 자양로 168, 102호 (구의동, 광진 더프레236)","X :127.084505, Y :37.5425890"
28,대형슈퍼,GS슈퍼,서울특별시 강남구 신사동,127.035492,37.528738,GS THE FRESH 압구정점,서울특별시 강남구 신사동 638-6,"서울특별시 강남구 압구정로 312, 신사동 1층 (신사동)","X :127.035492, Y :37.5287380"
29,대형슈퍼,롯데슈퍼,서울특별시 노원구 공릉동,127.079519,37.6226362,롯데쇼핑(주) 롯데슈퍼공릉점,서울특별시 노원구 공릉동 238-53호,"서울특별시 노원구 공릉로 144 (공릉동, 공릉빌딩)","X :127.079519, Y :37.6226362"
30,백화점,롯데백화점,서울특별시 노원구 상계동,127.061059,37.6551273,롯데백화점 노원점,서울특별시 노원구 상계동 713호,서울특별시 노원구 동일로 1414 (상계동),"X :127.061059, Y :37.6551273"
31,대형슈퍼,GS슈퍼,서울특별시 성북구 길음동,127.025958,37.6080456,GS THE FRESH 성북클라시아점,서울특별시 성북구 길음동 508-16,"서울특별시 성북구 숭인로8길 80, 롯데캐슬클라시아 상가 101~104호 (길음동)","X :127.025958, Y :37.6080456"
32,대형슈퍼,이마트 에브리데이,서울특별시 광진구 중곡동,127.081292,37.5638997,(주)이마트에브리데이 중곡동점,서울특별시 광진구 중곡동 229-5호,서울특별시 광진구 긴고랑로11길 11 (중곡동),"X :127.081292, Y :37.5638997"
33,대형슈퍼,롯데슈퍼,서울특별시 광진구 구의동,127.092154,37.5519627,롯데 FRESH 아차산점,서울특별시 광진구 구의동 49-4호,서울특별시 광진구 자양로 293 (구의동),"X :127.092154, Y :37.5519627"
34,대형슈퍼,이마트 에브리데이,서울특별시 강서구 등촌동,126.85325,37.5615904,(주)이마트에브리데이 가양역점,서울특별시 강서구 등촌동 73-1 금부빌딩,"서울특별시 강서구 양천로 476, 금부빌딩 (등촌동)","X :126.853250, Y :37.5615904"
35,대형슈퍼,홈플러스 익스프레스,서울특별시 양천구 신정동,126.871415,37.5229051,홈플러스 익스프레스 오목교점,서울특별시 양천구 신정동 86-1,서울특별시 양천구 목동동로 196(신정동),"X :126.871415, Y :37.5229051"
36,대형할인마트,노브랜드,서울특별시 동대문구 제기동,127.039296,37.5791474,노브랜드 경동시장점,서울특별시 동대문구 제기동 1019-신관 2층,"서울특별시 동대문구 고산자로36길 3, 2층 (제기동)","X :127.039296, Y :37.5791474"
37,대형슈퍼,롯데슈퍼,서울특별시 양천구 신월동,126.832901,37.5409214,롯데쇼핑(주)롯데슈퍼 신월점,서울특별시 양천구 신월동 20-28호 외 1필지,"서울특별시 양천구 월정로46길 11 (신월동,외 1필지)","X :126.832901, Y :37.5409214"
38,대형슈퍼,롯데슈퍼,서울특별시 도봉구 쌍문동,127.035314,37.6591739,롯데슈퍼 쌍문점,서울특별시 도봉구 쌍문동 19번지,서울특별시 도봉구 도당로 10 (쌍문동),"X :127.035314, Y :37.6591739"
39,백화점,NC백화점,서울특별시 은평구 대조동,126.928979,37.6097018,엔씨백화점 불광점,서울특별시 은평구 대조동 240호,서울특별시 은평구 불광로 20 (대조동),"X :126.928979, Y :37.6097018"
40,대형슈퍼,롯데슈퍼,서울특별시 서대문구 남가좌동,126.915642,37.5759599,롯데슈퍼 남가좌점,서울특별시 서대문구 남가좌동 381 DMC센트레빌,"서울특별시 서대문구 거북골로 120(남가좌동, DMC센트레빌)","X :126.915642, Y :37.5759599"
41,대형슈퍼,롯데슈퍼,서울특별시 도봉구 창동,127.037109,37.6464515,롯데슈퍼 창동점,서울특별시 도봉구 창동 651-36호,서울특별시 도봉구 도봉로110길 65 (창동),"X :127.037109, Y :37.6464515"
42,대형슈퍼,롯데슈퍼,서울특별시 도봉구 방학동,127.027132,37.6614194,롯데슈퍼 방학점,서울특별시 도봉구 방학동 271-2호,서울특별시 도봉구 방학로 223 (방학동),"X :127.027132, Y :37.6614194"
43,대형할인마트,이마트,서울특별시 성동구 성수동2가,127.05239,37.5398502,(주)이마트 성수점,서울특별시 성동구 성수동2가 333-16호,서울특별시 뚝섬로 379,"	X :127.052390, Y :37.5398502"
44,대형슈퍼,이마트 에브리데이,서울특별시 강남구 신사동,127.020646,37.5187583,이마트에브리데이 강남시장점,서울특별시 강남구 신사동 510-11 강남상가아파트,"서울특별시 강남구 압구정로2길 46, 1층 (신사동)","X :127.020646, Y :37.5187583"
45,대형슈퍼,GS슈퍼,서울특별시 영등포구 신길동,126.911525,37.5066614,GS THE FRESH 신길사러가점,서울특별시 영등포구 신길동 4902-6,"서울특별시 영등포구 신길로 162, 1층 일부 (신길동)","X :126.911525, Y :37.5066614"
46,대형슈퍼,롯데슈퍼,서울특별시 서대문구 창천동,126.92861,37.5585074,롯데슈퍼 창천점,서울특별시 서대문구 창천동 506-20 아륭빌딩,"서울특별시 서대문구 신촌로 13, 아륭빌딩 (창천동)","X :126.928610, Y :37.5585074"
47,지역시장,중부시장,서울특별시 중구 오장동,127.001813,37.5649449,중부시장,서울특별시 중구 오장동 139-11,서울특별시 중구 을지로36길 35 (오장동),"X :127.001813, Y :37.5649449"
48,지역시장,광장시장,서울특별시 종로구 예지동,126.998689,37.5702697,광장시장,서울특별시 종로구 예지동 6-1호,서울특별시 종로구 창경궁로 88 (예지동),"X :126.998689, Y :37.5702697"
49,지역시장,방산종합시장,서울특별시 중구 주교동,127.000805,37.568684,방산종합시장,서울특별시 중구 주교동 19-1,서울특별시 중구 동호로37길 20 (방산동),"X :127.000805, Y :37.5686840"
50,대형슈퍼,홈플러스 익스프레스,서울특별시 종로구 숭인동,127.016155,37.5738367,홈플러스(주)익스프레스 숭인점,서울특별시 종로구 숭인동 76-롯데캐슬천지인 1층,서울특별시 종로구 종로 347 (숭인동),"X :127.016155, Y :37.5738367"
51,지역시장,대림시장,서울특별시 은평구 응암동,126.917724,37.5873319,대림시장,서울특별시 은평구 응암동 300-10,서울특별시 은평구 응암로4길 28-1,"X :126.917724, Y :37.5873319"
52,지역시장,양지시장,서울특별시 은평구 응암동,126.917622,37.5867642,양지시장,서울특별시 은평구 응암동 754-1,서울특별시 은평구 응암로4길 20,"X :126.917622, Y :37.5867642"
53,대형슈퍼,홈플러스 익스프레스,서울특별시 중구 신당동,127.015576,37.5628357,홈플러스익스프레스 신당점,서울특별시 중구 신당동 292-43,서울특별시 중구 다산로 222 (신당동),"X :127.015576, Y :37.5628357"
54,지역시장,동대문종합시장,서울특별시 종로구 종로6가,127.006907,37.5707832,동대문종합시장,서울특별시 종로구 종로6가 289-3 호,서울특별시 종로구 종로 266 (종로6가),"X :127.006907, Y :37.5707832"
55,지역시장,동대문종합시장 신관,서울특별시 종로구 종로6가,127.008344,37.5707741,동대문종합시장 신관,서울특별시 종로구 종로6가 289-57호,서울특별시 종로구 종로 272 (종로6가),"X :127.008344, Y :37.5707741"
56,지역시장,동문시장,서울특별시 종로구 창신동,127.011366,37.5704315,동문시장,서울특별시 종로구 창신동 436-41,서울특별시 종로구 종로44길 14 (창신동),"X :127.011366, Y :37.5704315"
57,대형슈퍼,홈플러스 익스프레스,서울특별시 종로구 신문로1가,126.974736,37.570474,홈플러스(주)익스프레스 광화문점,서울특별시 종로구 신문로1가 24- 고려빌딩 1층,"서울특별시 새문안로 91, 1층 (고려빌딩)","X :126.974736, Y :37.5704740"
58,대형슈퍼,GS슈퍼,서울특별시 중구 만리동2가,126.963391,37.5541719,지에스수퍼마켓 중구만리점,서울특별시 중구 만리동2가 273,"서울특별시 중구 만리재로 175, 401동 9,10,11호 (만리동2가)","X :126.963391, Y :37.5541719"
59,지역시장,서울중앙시장,서울특별시 중구 황학동,127.019787,37.5667634,서울중앙시장,서울특별시 중구 황학동 409,서울특별시 중구 퇴계로85길 22 (황학동),"X :127.019787, Y :37.5667634"
60,지역시장,신설종합시장,서울특별시 종로구 숭인동,127.020491,37.5726828,신설종합시장(주),서울특별시 종로구 숭인동 206-9 신설종합시장,"서울특별시 종로구 난계로27길 51, 신설종합시장 (숭인동)","X :127.020491, Y :37.5726828"
61,지역시장,서울남대문시장,서울특별시 중구 남창동,126.977943,37.5593744,서울남대문시장,서울특별시 중구 남창동 49번지,서울특별시 중구 남대문시장4길 21 (남창동),"X :126.977943, Y :37.5593744"
62,대형슈퍼,GS슈퍼,서울특별시 중구 신당동,127.009248,37.5497989,(주)지에스리테일 남산타운점,서울특별시 중구 신당동 844,서울특별시 중구 다산로 32 (신당동),"X :127.009248, Y :37.5497989"
63,대형할인마트,이마트,서울특별시 중구 황학동,127.021407,37.5709618,주식회사 이마트 청계천점,서울특별시 중구 황학동 2545번지,서울특별시 중구 청계천로 400-0 (황학동),"X :127.021407, Y :37.5709618"
64,지역시장,서중시장,서울특별시 서대문구 남가좌동,126.91703,37.5702396,서중시장,서울특별시 서대문구 남가좌동 141-20,서울특별시 서대문구 모래내로13길 25-6,"	X :126.917030, Y :37.5702396"
65,종합쇼핑몰,아이파크몰,서울특별시 용산구 한강로3가,126.963935,37.529584,아이파크몰(I PARK MALL),서울특별시 용산구 한강로3가 40-999호,서울특별시 용산구 한강대로23길 55 (한강로3가),"X :126.963935, Y :37.5295840"
66,대형슈퍼,롯데슈퍼,서울특별시 용산구 한남동,127.005648,37.5321036,롯데슈퍼 한남점(가맹점),서울특별시 용산구 한남동 631-5호 허준빌딩,"서울특별시 용산구 대사관로34길 26, 허준빌딩 1층 (한남동)","X :127.005648, Y :37.5321036"
67,지역시장,보광시장,서울특별시 용산구 보광동,127.000263,37.5271932,보광시장,서울특별시 용산구 보광동 260-8호,서울특별시 용산구 보광로 30 (보광동),"X :127.000263, Y :37.5271932"
68,지역시장,만리시장,서울특별시 용산구 서계동,126.963359,37.5514059,만리시장,서울특별시 용산구 서계동 260-1호,서울특별시 용산구 효창원로 270 (서계동),"X :126.963359, Y :37.5514059"
69,지역시장,삼구시장,서울특별시 영등포구 영등포동5가,126.905571,37.5200365,삼구시장,서울특별시 영등포구 영등포동5가 20호,서울특별시 영등포구 영등포로 219,"X :126.905571, Y :37.5200365"
70,대형할인마트,하나로마트,서울특별시 용산구 한강로2가,126.964714,37.5331612,(주)농협유통하나로클럽용산점,서울특별시 용산구 한강로2가 15-19호,서울특별시 용산구 청파로 122 (한강로2가),"X :126.964714, Y :37.5331612"
71,지역시장,이태원시장,서울특별시 용산구 이태원동,126.990035,37.533815,이태원시장,서울특별시 용산구 이태원동 56-9호,서울특별시 용산구 이태원로14길 6 (이태원동),"X :126.990035, Y :37.5338150"
72,종합쇼핑몰,엔터식스,서울특별시 성동구 행당동,127.040089,37.5571359,파크에비뉴 엔터식스 한양대점,서울특별시 성동구 행당동 377,서울특별시 성동구 왕십리로 241 (행당동),"X :127.040089, Y :37.5571359"
73,백화점,아이파크백화점,서울특별시 용산구 한강로3가,126.963935,37.529584,아이파크(I PARK)백화점,서울특별시 용산구 한강로3가 40-999호,서울특별시 용산구 한강대로23길 55 (한강로3가),"X :126.963935, Y :37.5295840"
74,대형할인마트,롯데마트,서울특별시 서초구 서초동,127.005193,37.4906396,롯데쇼핑(주) 롯데마트 서초점,서울특별시 서초구 서초동 1498-5,서울특별시 서초구 서초대로38길 12,"X :127.005193, Y :37.4906396"
75,대형슈퍼,롯데슈퍼,서울특별시 강서구 내발산동,126.835903,37.5495661,롯데쇼핑(주)롯데슈퍼 우장산점,서울특별시 강서구 내발산동 719-6호,서울특별시 강서구 강서로 267 (내발산동),"X :126.835903, Y :37.5495661"
76,대형슈퍼,롯데슈퍼,서울특별시 강서구 방화동,126.820823,37.5710056,롯데쇼핑(주)롯데슈퍼 방화점,서울특별시 강서구 방화동 187-1호,서울특별시 강서구 방화대로34길 83 (방화동),"X :126.820823, Y :37.5710056"
77,백화점,롯데백화점,서울특별시 강남구 대치동,127.053266,37.4969443,롯데백화점(강남점),서울특별시 강남구 대치동 937호,서울특별시 강남구 도곡로 401 (대치동),"X :127.053266, Y :37.4969443"
78,대형슈퍼,홈플러스 익스프레스,서울특별시 성동구 왕십리동,127.032531,37.5627063,홈플러스(주) 익스프레스 왕십리점,서울특별시 성동구 왕십리동 966-11호,서울특별시 성동구 왕십리로 333 (하왕십리동),"X :127.032531, Y :37.5627063"
79,지역시장,금남시장,서울특별시 성동구 금호동3가,127.022714,37.5485449,금남시장,서울특별시 성동구 금호동3가 332번지,서울특별시 성동구 독서당로 303-11 (금호동3가),"X :127.022714, Y :37.5485449"
80,지역시장,서울풍물시장,서울특별시 동대문구 신설동,127.02546,37.5728621,서울풍물시장,서울특별시 동대문구 신설동 109-5호,서울특별시 동대문구 천호대로4길 21 (신설동),"X :127.025460, Y :37.5728621"
81,지역시장,마장축산물시장,서울특별시 성동구 마장동,127.038386,37.5697233,마장축산물시장,서울특별시 성동구 마장동 510-3호 일대,"서울특별시 성동구 마장로31길 40 (마장동,일대)","X :127.038386, Y :37.5697233"
82,대형할인마트,이마트,서울특별시 성동구 행당동,127.038416,37.5610558,(주)이마트 왕십리점,서울특별시 성동구 행당동 168-1호,서울특별시 성동구 왕십리광장로 17 (행당동),"X :127.038416, Y :37.5610558"
83,대형슈퍼,홈플러스 익스프레스,서울특별시 성동구 금호동3가,127.017474,37.5493206,홈플러스(주) 익프스레스 금호2점,서울특별시 성동구 금호동3가 1331번지,서울특별시 성동구 동호로 100 (금호동3가),"X :127.017474, Y :37.5493206"
84,대형슈퍼,홈플러스 익스프레스,서울특별시 성동구 금호동1가,127.020882,37.5544557,홈플러스(주) 익스프레스 금호점,서울특별시 성동구 금호동1가 481-5호,서울특별시 성동구 행당로 6 (금호동1가),"X :127.020882, Y :37.5544557"
85,대형할인마트,노브랜드,서울특별시 성동구 행당동,127.040089,37.5571359,노브랜드 엔터식스한양대점,서울특별시 성동구 행당동 155-1호 서울숲 더샵,"서울특별시 성동구 왕십리로 241 (행당동, 서울숲 더샵)","X :127.040089, Y :37.5571359"
86,대형슈퍼,홈플러스 익스프레스,서울특별시 성동구 성수동1가,127.044316,37.5475209,홈플러스익스프레스 뚝섬2점,서울특별시 성동구 성수동1가 656-1208 성수만세주유소,"서울특별시 성동구 왕십리로 109, 성수만세주유소 (성수동1가)","X :127.044316, Y :37.5475209"
87,대형슈퍼,롯데슈퍼,서울특별시 동대문구 장안동,127.070691,37.5814937,롯데쇼핑(주) 롯데슈퍼 장안점,서울특별시 동대문구 장안동 94-27호 외1필지 예신프라자,서울특별시 동대문구 한천로46길 42 (장안동),"X :127.070691, Y :37.5814937"
88,대형슈퍼,롯데슈퍼,서울특별시 동대문구 전농동,127.060442,37.576625,롯데쇼핑(주) 롯데슈퍼 전농점,서울특별시 동대문구 전농동 10-외7필지 전농sk아파트 주상가동,"서울특별시 동대문구 사가정로 148 (전농동, SK아파트)","X :127.060442, Y :37.5766250"
89,대형할인마트,롯데마트,서울특별시 동대문구 전농동,127.046973,37.5809647,롯데쇼핑(주)롯데마트 청량리점,서울특별시 동대문구 전농동 591-53호,서울특별시 동대문구 왕산로 214 (전농동),"X :127.046973, Y :37.5809647"
90,지역시장,노룬산시장,서울특별시 광진구 자양동,127.064845,37.5364745,노룬산시장,서울특별시 광진구 자양동 44-2호,서울특별시 광진구 뚝섬로 491 (자양동),"X :127.064845, Y :37.5364745"
91,지역시장,조양시장,서울특별시 광진구 자양동,127.06737,37.5388787,조양시장,서울특별시 광진구 자양동 6-20호,서울특별시 광진구 아차산로30길 39 (자양동),"X :127.067370, Y :37.5388787"
92,지역시장,중곡제일시장,서울특별시 광진구 중곡동,127.081292,37.5638997,중곡제일시장,서울특별시 광진구 중곡동 229-5호,서울특별시 광진구 긴고랑로11길 11 (중곡동),"X :127.081292, Y :37.5638997"
93,지역시장,신성종합시장,서울특별시 광진구 중곡동,127.088721,37.5579659,신성종합시장,서울특별시 광진구 중곡동 79-13호,서울특별시 광진구 영화사로 12 (중곡동),"X :127.088721, Y :37.5579659"
94,지역시장,자양종합시장,서울특별시 광진구 자양동,127.076415,37.5319807,자양종합시장,서울특별시 광진구 자양동 602호,서울특별시 광진구 자양번영로6길 20 (자양동),"X :127.076415, Y :37.5319807"
95,대형슈퍼,홈플러스 익스프레스,서울특별시 광진구 중곡동,127.080006,37.5576117,홈플러스(주)익스프레스 중곡점,서울특별시 광진구 중곡동 157-1호,서울특별시 광진구 능동로 314 (중곡동),"X :127.080006, Y :37.5576117"
96,대형슈퍼,홈플러스 익스프레스,서울특별시 광진구 중곡동,127.088898,37.554488,홈플러스익스프레스 중곡2점,서울특별시 광진구 중곡동 93-2호,서울특별시 광진구 용마산로 10 (중곡동),"X :127.088898, Y :37.5544880"
97,대형슈퍼,GS슈퍼,서울특별시 광진구 화양동,127.069875,37.5434904,(주)지에스리테일GS수퍼 광진화양점,서울특별시 광진구 화양동 10-1호,서울특별시 광진구 능동로13길 39 (화양동),"X :127.069875, Y :37.5434904"
98,대형할인마트,이마트,서울특별시 광진구 자양동,127.072529,37.5378396,(주)이마트 자양점,서울특별시 광진구 자양동 227-7호,서울특별시 광진구 아차산로 272 (자양동),"X :127.072529, Y :37.5378396"
99,지역시장,한아름시장,서울특별시 광진구 화양동,127.069875,37.5434904,한아름시장,서울특별시 광진구 화양동 10-1호,서울특별시 광진구 능동로13길 39 (화양동),"X :127.069875, Y :37.5434904"
100,지역시장,광성시장,서울특별시 광진구 중곡동,127.081121,37.5635845,광성시장,서울특별시 광진구 중곡동 229-15호,서울특별시 광진구 능동로47길 30 (중곡동),"X :127.081121, Y :37.5635845"
101,대형할인마트,홈플러스,서울특별시 동대문구 용두동,127.038773,37.5744985,홈플러스(주) 동대문점,서울특별시 동대문구 용두동 33-1호,서울특별시 동대문구 천호대로 133 (용두동),"X :127.038773, Y :37.5744985"
102,대형슈퍼,홈플러스 익스프레스,서울특별시 광진구 구의동,127.094245,37.5405185,홈플러스익스프레스 구의2점,서울특별시 광진구 구의동 212-2호,서울특별시 광진구 아차산로 473 (구의동),"X :127.094245, Y :37.5405185"
103,대형슈퍼,이마트 에브리데이,서울특별시 동대문구 이문동,127.061874,37.5984732,(주)이마트에브리데이 이문점,서울특별시 동대문구 이문동 292-10호,서울특별시 동대문구 이문로 136 (이문동),"X :127.061874, Y :37.5984732"
104,지역시장,전곡시장,서울특별시 동대문구 장안동,127.068548,37.577873,전곡시장,서울특별시 동대문구 장안동 108-5,서울특별시 동대문구 한천로 190(장안동),"X :127.068548, Y :37.5778730"
105,지역시장,이경시장,서울특별시 동대문구 휘경동,127.066004,37.5945877,이경시장,서울특별시 동대문구 휘경동 151-3,서울특별시 동대문구 휘경로 53(휘경동),"X :127.066004, Y :37.5945877"
106,지역시장,이문제일시장,서울특별시 동대문구 이문동,127.061874,37.5984732,이문제일시장,서울특별시 동대문구 이문동 292-10호,서울특별시 동대문구 이문로 136 (이문동),"X :127.061874, Y :37.5984732"
107,지역시장,용두시장,서울특별시 동대문구 용두동,127.029503,37.5783843,용두시장,서울특별시 동대문구 용두동 231-5,서울특별시 동대문구 무학로37길 12(용두동),"X :127.029503, Y :37.5783843"
108,지역시장,동서시장,서울특별시 동대문구 제기동,127.041255,37.5797054,동서시장,서울특별시 동대문구 제기동 650,서울특별시 동대문구 왕산로33길 13,"X :127.041255, Y :37.5797054"
109,지역시장,전농로타리시장,서울특별시 동대문구 전농동,127.057058,37.5780231,전농로타리시장,서울특별시 동대문구 전농동 295-52호,서울특별시 동대문구 전농로 147 (전농동),"X :127.057058, Y :37.5780231"
110,지역시장,동부시장,서울특별시 동대문구 답십리동,127.052285,37.5676098,동부시장,서울특별시 동대문구 답십리동 495-1,서울특별시 동대문구 천호대로 281(답십리동),"X :127.052285, Y :37.5676098"
111,대형슈퍼,홈플러스 익스프레스,서울특별시 동대문구 회기동,127.052846,37.5932607,홈플러스 익스프레스 서울회기점,서울특별시 동대문구 회기동 33-1,서울특별시 동대문구 경희대로 20 (회기동),"X :127.052846, Y :37.5932607"
112,대형슈퍼,이마트 에브리데이,서울특별시 동대문구 답십리동,127.053145,37.5676545,(주)이마트에브리데이 답십리점,서울특별시 동대문구 답십리동 530-11,서울특별시 동대문구 고미술로 49 (답십리동),"X :127.053145, Y :37.5676545"
113,대형할인마트,노브랜드,서울특별시 동대문구 장안동,127.062482,37.5664788,노브랜드 동대문 장안점,서울특별시 동대문구 장안동 580번지,서울특별시 동대문구 한천로 42 (장안동),"X :127.062482, Y :37.5664788"
114,대형슈퍼,홈플러스 익스프레스,서울특별시 중랑구 중화동,127.077445,37.599275,홈플러스(주) 익스프레스 태릉점,서울특별시 중랑구 중화동 314-1호,서울특별시 중랑구 동일로129길 35 (중화동),"X :127.077445, Y :37.5992750"
115,대형슈퍼,홈플러스 익스프레스,서울특별시 중랑구 면목3.8동,127.088038,37.583987,홈플러스(주)익스프레스 면목점,서울특별시 중랑구 면목3.8동 499-4호,서울특별시 중랑구 면목로 357 (면목동),"X :127.088038, Y :37.5839870"
116,대형슈퍼,홈플러스 익스프레스,서울특별시 중랑구 망우동,127.100201,37.5949244,홈플러스(주)익스프레스 망우점,서울특별시 중랑구 망우동 410-1호,서울특별시 중랑구 용마산로 494 (망우동),"X :127.100201, Y :37.5949244"
117,대형슈퍼,이마트 에브리데이,서울특별시 중랑구 면목7동,127.086278,37.5795284,(주)이마트에브리데이 면목동점,서울특별시 중랑구 면목7동 650-카멜리아 쇼핑센타 1층,서울특별시 중랑구 면목로39길 11 (면목동),"X :127.086278, Y :37.5795284"
118,대형할인마트,홈플러스,서울특별시 중랑구 신내동,127.093738,37.6157785,홈플러스 신내점,서울특별시 중랑구 신내동 645번지,서울특별시 중랑구 신내로 201 (신내동),"X :127.093738, Y :37.6157785"
119,대형할인마트,홈플러스,서울특별시 중랑구 면목동,127.081399,37.5800274,홈플러스(주)면목점,서울특별시 중랑구 면목동 168-2호,서울특별시 중랑구 사가정로 332 (면목동),"X :127.081399, Y :37.5800274"
120,대형할인마트,이마트,서울특별시 중랑구 망우동,127.093488,37.5964075,주식회사 이마트 상봉점,서울특별시 중랑구 망우동 506-1호,서울특별시 중랑구 상봉로 118 (망우동),"X :127.093488, Y :37.5964075"
121,대형할인마트,이마트,서울특별시 중랑구 묵동,127.077528,37.6138259,주식회사 이마트 묵동점,서울특별시 중랑구 묵동 170-1호 외 35필지,서울특별시 중랑구 동일로 932 (묵동),"X :127.077528, Y :37.6138259"
122,대형할인마트,홈플러스,서울특별시 중랑구 상봉동,127.090342,37.5980767,홈플러스(주) 서울 상봉점,서울특별시 중랑구 상봉동 500번지,"서울특별시 중랑구 망우로 353-0 (상봉동, 프레미어스 엠코)","X :127.090342, Y :37.5980767"
123,대형할인마트,코스트코,서울특별시 중랑구 상봉동,127.090193,37.5968515,코스트코홀세일 상봉점,서울특별시 중랑구 상봉동 81호,서울특별시 중랑구 망우로 336 (상봉동),"X :127.090193, Y :37.5968515"
124,대형슈퍼,홈플러스 익스프레스,서울특별시 성북구 보문동7가,127.021444,37.5807465,홈플러스익스프레스 보문점,서울특별시 성북구 보문동7가 25-1호,서울특별시 성북구 보문로 61 (보문동7가),"X :127.021444, Y :37.5807465"
125,대형슈퍼,홈플러스 익스프레스,서울특별시 성북구 길음동,127.018167,37.6101462,홈플러스익스프레스 길음점,서울특별시 성북구 길음동 1285-두산아파트상가,서울특별시 성북구 길음로13길 22 (길음동),"X :127.018167, Y :37.6101462"
126,지역시장,보문시장,서울특별시 성북구 보문동4가,127.020833,37.5843596,보문시장(주),서울특별시 성북구 보문동4가 116,서울특별시 성북구 인촌로2길 37 (보문동4가),"X :127.020833, Y :37.5843596"
127,지역시장,장위전통시장,서울특별시 성북구 장위동,127.051464,37.6105332,장위전통시장,서울특별시 성북구 장위동 68-185,서울특별시 성북구 장위로38길 63,"X :127.051464, Y :37.6105332"
128,대형할인마트,이마트,서울특별시 성북구 하월곡동,127.031076,37.6050441,이마트 하월곡점,서울특별시 성북구 하월곡동 230-동일하이빌뉴시티아파트,"서울특별시 성북구 종암로 167 (하월곡동, 동일하이빌뉴시티아파트)","X :127.031076, Y :37.6050441"
129,대형슈퍼,GS슈퍼,서울특별시 성북구 보문동6가,127.020877,37.5786834,(주)지에스리테일 성북보문점,서울특별시 성북구 보문동6가 458,"서울특별시 성북구 보문사길 111 (보문동6가, 보문파크뷰자이)","X :127.020877, Y :37.5786834"
130,지역시장,보문시장,서울특별시 성북구 보문동4가,127.020188,37.5841885,보문시장,서울특별시 성북구 보문동4가 2-3,서울특별시 성북구 보문로 100-1,"X :127.020188, Y :37.5841885"
131,지역시장,미아시장,서울특별시 성북구 하월곡동,127.030454,37.6072337,미아시장,서울특별시 성북구 하월곡동 88-494,서울특별시 성북구 동소문로46길 31,"X :127.030454, Y :37.6072337"
132,지역시장,석관시장,서울특별시 성북구 석관동,127.060275,37.6091777,석관시장,서울특별시 성북구 석관동 270-1,서울특별시 성북구 돌곶이로22가길 27,"X :127.060275, Y :37.6091777"
133,지역시장,새석관시장,서울특별시 성북구 석관동,127.052663,37.6081992,새석관시장,서울특별시 성북구 석관동 338-18,서울특별시 성북구 화랑로 196,"X :127.052663, Y :37.6081992"
134,지역시장,번동시장,서울특별시 성북구 장위동,127.047949,37.6212383,번동시장,서울특별시 성북구 장위동 301,서울특별시 성북구 한천로101길 59,"X :127.047949, Y :37.6212383"
135,백화점,현대백화점,서울특별시 성북구 길음동,127.028699,37.6083603,현대백화점 미아점,서울특별시 성북구 길음동 20-1호,"서울특별시 성북구 동소문로 315 (길음동, 현대백화점미아점)","X :127.028699, Y :37.6083603"
136,지역시장,길음시장,서울특별시 성북구 길음동,127.021744,37.6026945,길음시장,서울특별시 성북구 길음동 535-8호,서울특별시 성북구 동소문로 227 (길음동),"X :127.021744, Y :37.6026945"
137,대형할인마트,이마트,서울특별시 성북구 길음동,127.029538,37.610964,신세계이마트미아점,서울특별시 성북구 길음동 25-2,서울특별시 성북구 도봉로 17,"X :127.029538, Y :37.6109640"
