관리번호,분류,대표명,주소,경도,위도,사업장명,지번주소,도로명주소,
138,대형할인마트,홈플러스,서울특별시 성북구 월곡동,127.040429,37.6018068,홈플러스 월곡점,서울특별시 성북구 월곡동 46-73호,"서울특별시 성북구 화랑로 76 (하월곡동, 코업스타클래스)","X :127.040429, Y :37.6018068"
139,대형슈퍼,GS슈퍼,서울특별시 성북구 돈암동,127.010294,37.5947943,GS슈퍼마켓 동소문점,서울특별시 성북구 돈암동 609-1,"서울특별시 성북구 성북로4길 52 (돈암동, 한진아파트)","X :127.010294, Y :37.5947943"
140,대형슈퍼,GS슈퍼,서울특별시 성북구 돈암동,127.017768,37.5978568,GS슈퍼마켓 돈암점,서울특별시 성북구 돈암동 636번지,"서울특별시 성북구 북악산로 844 (돈암동, 돈암이수브라운스톤아파트)","X :127.017768, Y :37.5978568"
141,대형슈퍼,GS슈퍼,서울특별시 성북구 길음동,127.017963,37.6074343,GS슈퍼마켓 길음뉴타운점,서울특별시 성북구 길음동 1284-삼성래미안3차아파트,"서울특별시 성북구 길음로 33 (길음동, 길음뉴타운8단지아파트)","X :127.017963, Y :37.6074343"
142,대형슈퍼,GS슈퍼,서울특별시 성북구 길음동,127.017952,37.610858,GS수퍼마켓 길음점,서울특별시 성북구 길음동 1280-6호,서울특별시 성북구 길음로 103 (길음동),"X :127.017952, Y :37.6108580"
143,대형슈퍼,롯데슈퍼,서울특별시 성북구 월곡동,127.038822,37.604195,롯데슈퍼하월곡점,서울특별시 성북구 월곡동 62-1호,서울특별시 성북구 오패산로4길 17,"X :127.038822, Y :37.6041950"
144,대형슈퍼,홈플러스 익스프레스,서울특별시 성북구 삼선동1가,127.006523,37.5878569,홈플러스익스프레스 삼선점,서울특별시 성북구 삼선동1가 21번지,서울특별시 성북구 삼선교로 6 (삼선동1가),"X :127.006523, Y :37.5878569"
145,지역시장,돈암시장,서울특별시 성북구 동소문동5가,127.015898,37.5915232,돈암시장,서울특별시 성북구 동소문동5가 59-2호 돈암제일시장 고객편의센터,"서울특별시 성북구 동소문로18길 18, 돈암제일시장 고객편의센터 (동소문동5가)","X :127.015898, Y :37.5915232"
146,지역시장,수유시장,서울특별시 강북구 수유동,127.022647,37.6306519,수유시장,서울특별시 강북구 수유동 54-5호 수유시장,"서울특별시 강북구 도봉로67길 18, 수유시장 (수유동)","X :127.022647, Y :37.6306519"
147,지역시장,수유중앙시장,서울특별시 강북구 수유동,127.021301,37.6403286,수유중앙시장,서울특별시 강북구 수유동 32-2호 수유중앙시장,"서울특별시 강북구 노해로17길 21, 수유중앙시장 (수유동)","X :127.021301, Y :37.6403286"
148,대형할인마트,하나로마트,서울특별시 강북구 미아동,127.026699,37.6216142,(주)농협유통 미아점,서울특별시 강북구 미아동 318-5,서울특별시 강북구 도봉로33길 18 (미아동),"X :127.026699, Y :37.6216142"
149,대형슈퍼,홈플러스 익스프레스,서울특별시 강북구 미아동,127.027323,37.6241999,홈플러스(주)익스프레스미아점,서울특별시 강북구 미아동 126-3,서울특별시 강북구 도봉로 172 (미아동),"X :127.027323, Y :37.6241999"
150,지역시장,북부시장,서울특별시 강북구 번동,127.030318,37.6362183,북부시장,서울특별시 강북구 번동 413-3호,서울특별시 강북구 한천로123길 26 (번동),"X :127.030318, Y :37.6362183"
151,지역시장,동북시장,서울특별시 강북구 미아동,127.018543,37.6201921,동북시장,서울특별시 강북구 미아동 701-3호 동북프라자,"서울특별시 강북구 솔샘로 233, 동북프라자 (미아동)","X :127.018543, Y :37.6201921"
152,지역시장,우이시장,서울특별시 강북구 수유동,127.019943,37.645969,우이시장,서울특별시 강북구 수유동 270-185,서울특별시 강북구 노해로23길 68 (수유동),"X :127.019943, Y :37.6459690"
153,지역시장,숭인시장,서울특별시 강북구 미아동,127.029618,37.6130812,숭인시장,서울특별시 강북구 미아동 58,서울특별시 강북구 도봉로 45 (미아동),"X :127.029618, Y :37.6130812"
154,지역시장,강북종합시장,서울특별시 강북구 수유동,127.025471,37.6421568,강북종합시장,서울특별시 강북구 수유동 179-5,서울특별시 강북구 한천로148길 12-13 (수유동),"X :127.025471, Y :37.6421568"
155,지역시장,수유북부시장,서울특별시 강북구 수유동,127.016202,37.6362119,수유북부시장,서울특별시 강북구 수유동 405-5,서울특별시 강북구 삼양로91길 11-12 (수유동),"X :127.016202, Y :37.6362119"
156,지역시장,강북 북부시장,서울특별시 강북구 번동,127.030318,37.6362183,강북 북부시장,서울특별시 강북구 번동 413-3,서울특별시 강북구 한천로123길 26 (번동),"X :127.030318, Y :37.6362183"
157,대형슈퍼,GS슈퍼,서울특별시 강북구 미아동,127.018916,37.6179306,(주)지에스리테일GS수퍼 강북미아점,서울특별시 강북구 미아동 1357-6,서울특별시 강북구 삼양로27길 35-21 (미아동),"X :127.018916, Y :37.6179306"
158,대형슈퍼,이마트 에브리데이,서울특별시 강북구 미아동,127.026824,37.6226593,(주)이마트에브리데이 미아동점,서울특별시 강북구 미아동 1351번지,"서울특별시 강북구 도봉로 157, 112호 (미아동, 두원프라자)","X :127.026824, Y :37.6226593"
159,대형슈퍼,이마트 에브리데이,서울특별시 도봉구 창동,127.035216,37.6434789,(주)이마트에브리데이 창동점,서울특별시 도봉구 창동 628-20,서울특별시 도봉구 도봉로104길 53 (창동),"X :127.035216, Y :37.6434789"
160,백화점,롯데백화점,서울특별시 강북구 미아동,127.030502,37.6141982,롯데백화점 미아점,서울특별시 강북구 미아동 70-6,서울특별시 강북구 도봉로 62 (미아동),"X :127.030502, Y :37.6141982"
161,대형슈퍼,GS슈퍼,서울특별시 도봉구 방학동,127.027268,37.660221,GS THE FRESH 방학신동아점,서울특별시 도봉구 방학동 484-7,"서울특별시 도봉구 시루봉로 103-1, 1층 (방학동)","X :127.027268, Y :37.6602210"
162,대형슈퍼,이마트 에브리데이,서울특별시 도봉구 창동,127.035216,37.6434789,(주)에브리데이리테일 창동점,서울특별시 도봉구 창동 628-20,서울특별시 도봉구 도봉로104길 53 (창동),"X :127.035216, Y :37.6434789"
163,지역시장,개봉중앙시장,서울특별시 구 로구 개봉동,126.85401,37.4916831,개봉중앙시장,서울특별시 구로구 개봉동 324-1,서울특별시구로구 개봉로17길 34 중앙시장,"X :126.854010, Y :37.4916831"
164,대형할인마트,홈플러스,서울특별시 도봉구 방학동,127.043715,37.6648293,홈플러스(주)방학점,서울특별시 도봉구 방학동 707-7,서울특별시 도봉구 도봉로 678 (방학동),"X :127.043715, Y :37.6648293"
165,대형할인마트,이마트,서울특별시 도봉구 창동,127.047311,37.652007,(주) 이마트 창동점,서울특별시 도봉구 창동 135-26,서울특별시 도봉구 노해로65길 4 (창동),"X :127.047311, Y :37.6520070"
166,지역시장,모래내시장,서울특별시 서대문구 남가좌동,126.915829,37.5705181,모래내시장(주),서울특별시 서대문구 남가좌동 290-2,서울특별시 서대문구 수색로2길 45 (남가좌동),"X :126.915829, Y :37.5705181"
167,대형슈퍼,이마트 에브리데이,서울특별시 노원구 중계동,127.075716,37.6590382,(주)이마트에브리데이 상계역점,서울특별시 노원구 중계동 160-1 기업은행,"서울특별시 노원구 덕릉로 690, 1층 (중계동)","X :127.075716, Y :37.6590382"
168,대형슈퍼,홈플러스 익스프레스,서울특별시 노원구 공릉동,127.071255,37.6281284,홈플러스(주)익스프레스 공릉점,서울특별시 노원구 공릉동 323-35,서울특별시 노원구 동일로 1101 (공릉동),"X :127.071255, Y :37.6281284"
169,대형슈퍼,GS슈퍼,서울특별시 노원구 월계동,127.06855,37.6177867,(주)지에스리테일 GS슈퍼 노원월계점,서울특별시 노원구 월계동 18-그랑빌아파트주상가 지층동 101호,서울특별시 노원구 마들로 31 (월계동),"X :127.068550, Y :37.6177867"
170,대형슈퍼,이마트 에브리데이,서울특별시 노원구 공릉동,127.083584,37.6207954,(주)이마트에브리데이 공릉동점,서울특별시 노원구 공릉동 89-1호대덕프라자 지층 101~102호,서울특별시 노원구 노원로1길 67 (공릉동),"X :127.083584, Y :37.6207954"
171,대형할인마트,홈플러스,서울특별시 노원구 중계동,127.068581,37.6399057,홈플러스(주) 중계점,서울특별시 노원구 중계동 509-2,서울특별시 노원구 동일로204가길 12 (중계동),"X :127.068581, Y :37.6399057"
172,대형할인마트,롯데마트,서울특별시 노원구 중계동,127.071171,37.6465534,롯데마트 중계점,서울특별시 노원구 중계동 517,"서울특별시 노원구 노원로 330 (중계동, 롯데마트)","X :127.071171, Y :37.6465534"
173,백화점,건영옴니백화점,서울특별시 노원구 중계동,127.064728,37.6388087,건영옴니백화점,서울특별시 노원구 중계동 506-1,서울특별시 노원구 섬밭로 258,"X :127.064728, Y :37.6388087"
174,대형슈퍼,GS슈퍼,서울특별시 노원구 상계동,127.065543,37.6640986,(주)지에스리테일 GS수퍼상계점,서울특별시 노원구 상계동 684번지,서울특별시 노원구 한글비석로 471 (상계동),"X :127.065543, Y :37.6640986"
175,대형슈퍼,홈플러스 익스프레스,서울특별시 용강동122-16,126.941141,37.5411343,홈플러스익스프레스 용강점,서울특별시 용강동 122-16,서울특별시 마포구 토정로32길 4,"X :126.941141, Y :37.5411343"
176,대형슈퍼,홈플러스 익스프레스,서울특별시 노원구 중계동,127.074313,37.6498131,홈플러스(주)익스프레스 중계점,서울특별시 노원구 중계동 360-2,서울특별시 노원구 중계로 225 (중계동),"X :127.074313, Y :37.6498131"
177,지역시장,수일시장,서울특별시 은평구 수색동,126.895176,37.5828719,수일시장,서울특별시 은평구 수색동 205-21,서울특별시 은평구 수색로16길 5-1,"X :126.895176, Y :37.5828719"
178,지역시장,개봉제일시장,서울특별시 구 로구 개봉동,126.853422,37.4859519,개봉제일시장,서울특별시 구로구 개봉동 361-1,서울특별시 구로구 개봉로3길 51,"X :126.853422, Y :37.4859519"
179,지역시장,연서시장,서울특별시 은평구 불광동,126.921539,37.6192924,연서시장,서울특별시 은평구 불광동 310-131 호,서울특별시 은평구 통일로 850 (불광동),"X :126.921539, Y :37.6192924"
180,대형슈퍼,롯데슈퍼,서울특별시 은평구 불광동,126.92188,37.6185899,롯데쇼핑(주)롯데슈퍼범서점,서울특별시 은평구 불광동 308-1호,서울특별시 은평구 통일로 842 (불광동),"X :126.921880, Y :37.6185899"
181,지역시장,응암시장,서울특별시 은평구 응암동,126.918542,37.5943781,응암시장,서울특별시 은평구 응암동 427-126호,서울특별시 은평구 응암로 252 (응암동),"X :126.918542, Y :37.5943781"
182,대형슈퍼,홈플러스 익스프레스,서울특별시 은평구 신사동,126.910316,37.598868,홈플러스(주)익스프레스 신사점,서울특별시 은평구 신사동 20-7호,서울특별시 은평구 갈현로 10 (신사동),"X :126.910316, Y :37.5988680"
183,대형슈퍼,홈플러스 익스프레스,서울특별시 은평구 갈현동,126.90964,37.614932,홈플러스 익스프레스 갈현점,서울특별시 은평구 갈현동 527-13호,서울특별시 은평구 서오릉로 222 (갈현동),"X :126.909640, Y :37.6149320"
184,대형할인마트,이마트,서울특별시 은평구 수색동,126.898634,37.5795773,(주)이마트 수색점,서울특별시 은평구 수색동 75번지,서울특별시 은평구 수색로 217 (수색동),"X :126.898634, Y :37.5795773"
185,대형할인마트,이마트,서울특별시 은평구 응암동,126.920257,37.6004159,(주)이마트 은평점,서울특별시 은평구 응암동 90-1호,서울특별시 은평구 은평로 111 (응암동),"X :126.920257, Y :37.6004159"
186,대형슈퍼,홈플러스 익스프레스,서울특별시 은평구 구산동,126.916542,37.6114143,홈플러스(주)익스프레스구산점,서울특별시 은평구 구산동 1-24호,서울특별시 은평구 서오릉로 145 (구산동),"X :126.916542, Y :37.6114143"
187,대형슈퍼,홈플러스 익스프레스,서울특별시 은평구 응암동,126.917818,37.5942425,홈플러스(주)익스프레스응암점,서울특별시 은평구 응암동 124-17호,서울특별시 은평구 응암로 247 (응암동),"X :126.917818, Y :37.5942425"
188,대형슈퍼,홈플러스 익스프레스,서울특별시 은평구 불광동,126.932754,37.6176687,홈플러스(주)익스프레스 불광점,서울특별시 은평구 불광동 239-9호,서울특별시 은평구 불광로 121 (불광동),"X :126.932754, Y :37.6176687"
189,지역시장,대조시장,서울특별시 은평구 대조동,126.927597,37.609782,대조시장,서울특별시 은평구 대조동 12-4,서울특별시 은평구 불광로 11-1,"X :126.927597, Y :37.6097820"
190,지역시장,불광시장,서울특별시 은평구 대조동,126.928141,37.6095571,불광시장(주),서울특별시 은평구 대조동 14-140,서울특별시 은평구 불광로 16-4,"X :126.928141, Y :37.6095571"
191,종합쇼핑몰,롯데몰,서울특별시 은평구 진관동,126.919161,37.6392025,롯데몰 은평,서울특별시 은평구 진관동 79-15호,"서울특별시 은평구 통일로 1050 (진관동, 롯데몰은평점)","X :126.919161, Y :37.6392025"
192,지역시장,서부종합시장,서울특별시 은평구 역촌동,126.918941,37.6029558,서부종합시장,서울특별시 은평구 역촌동 31-6호,서울특별시 은평구 진흥로1길 28 (역촌동),"X :126.918941, Y :37.6029558"
193,백화점,현대백화점,서울특별시 서대문구 창천동,126.935787,37.556097,현대백화점 신촌점,서울특별시 서대문구 창천동 30-33호,서울특별시 서대문구 신촌로 83 (창천동),"X :126.935787, Y :37.5560970"
194,대형슈퍼,GS슈퍼,서울특별시 서대문구 북가좌동,126.910217,37.5778749,(주)GS리테일 북가좌점,서울특별시 서대문구 북가좌동 306-17,서울특별시 서대문구 응암로 54 (북가좌동),"X :126.910217, Y :37.5778749"
195,대형슈퍼,GS슈퍼,서울특별시 마포구 신수동,126.934366,37.5510416,GS THE FRESH 신촌숲아이파크점,서울특별시 마포구 신수동 93-102호 신촌숲아이파크,"서울특별시 마포구 광성로 17, 상가동 127호 (신수동, 신촌숲아이파크)","X :126.934366, Y :37.5510416"
196,대형슈퍼,이마트 에브리데이,서울특별시 서대문구 홍은동,126.947323,37.5990259,이마트에브리데이 홍은점,서울특별시 서대문구 홍은동 11-419,서울특별시 서대문구 홍은중앙로 89(홍은동),"X :126.947323, Y :37.5990259"
197,대형슈퍼,GS슈퍼,서울특별시 서대문구 남가좌동,126.917442,37.5761053,GS THE FRESH 남가좌디엠씨점,서울특별시 서대문구 남가좌동 390 래미안 루센티아,"서울특별시 서대문구 거북골로 100, 지하3층 32,33,34,35호 (남가좌동, 래미안 루센티아)","X :126.917442, Y :37.5761053"
198,대형슈퍼,롯데슈퍼,서울특별시 서대문구 홍제동,126.942459,37.5913832,롯데슈퍼 유진점(X),서울특별시 서대문구 홍제동 294-46호 유진상가,"서울특별시 서대문구 통일로 484, 유진상가 (홍제동)","X :126.942459, Y :37.5913832"
199,대형슈퍼,홈플러스 익스프레스,서울특별시 서대문구 북가좌동,126.913608,37.5824365,홈플러스(주) 익스프레스 북가좌점,서울특별시 서대문구 북가좌동 279-11호,서울특별시 서대문구 응암로 112 (북가좌동),"X :126.913608, Y :37.5824365"
200,대형슈퍼,GS슈퍼,서울특별시 마포구 염리동,126.947673,37.5529495,GS THE FRESH 마포염리점,서울특별시 마포구 염리동 14-149,"서울특별시 마포구 대흥로24길 24, 마포 프레스티지 자이 아파트 단지 내 상가 A동 115~119호 (염리동)","X :126.947673, Y :37.5529495"
201,대형슈퍼,홈플러스 익스프레스,서울특별시 마포구 연남동,126.920885,37.5638723,홈플러스익스프레스 연남점,서울특별시 마포구 연남동 573-코오롱아파트,"서울특별시 마포구 연남로 30 (연남동, 코오롱하늘채아파트)","X :126.920885, Y :37.5638723"
202,지역시장,마포시장,서울특별시 마포구 공덕동,126.953291,37.5451763,마포시장,서울특별시 마포구 공덕동 256-5호 마포시장,"서울특별시 마포구 마포대로6길 16, 마포시장 (공덕동)","X :126.953291, Y :37.5451763"
203,대형슈퍼,롯데슈퍼,서울특별시 마포구 구수동,126.932481,37.5459589,롯데슈퍼 마포점,서울특별시 마포구 구수동 61번지,서울특별시 마포구 토정로 193 (구수동),"X :126.932481, Y :37.5459589"
204,종합쇼핑몰,AK프라자,서울특별시 마포구 동교동,126.929982,37.5559044,AK PLAZA 홍대,서울특별시 마포구 동교동 190-1호,서울특별시 마포구 양화로 188 (동교동),"X :126.929982, Y :37.5559044"
205,대형할인마트,이마트,서울특별시 마포구 신공덕동,126.953349,37.5424283,(주)이마트 마포점,서울특별시 마포구 신공덕동 173번지,서울특별시 마포구  백범로  212 (신공덕동),"X :126.953349, Y :37.5424283"
206,대형할인마트,홈플러스,서울특별시 마포구 서교동,126.913758,37.55092,홈플러스 합정점,서울특별시 마포구 서교동 490-1호,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)","X :126.913758, Y :37.5509200"
207,지역시장,동진시장,서울특별시 마포구 연남동,126.926704,37.5623715,동진시장,서울특별시 마포구 연남동 227-15호,서울특별시 마포구 성미산로 198 (연남동),"X :126.926704, Y :37.5623715"
208,대형할인마트,홈플러스,서울특별시 마포구 성산동,126.897348,37.5682507,홈플러스(주)월드컵점,서울특별시 마포구 성산동 515호 월드컵경기장내,"서울특별시 마포구 월드컵로 240 (성산동,월드컵경기장내)","X :126.897348, Y :37.5682507"
209,지역시장,공덕시장,서울특별시 마포구 공덕동,126.953359,37.5447979,공덕시장,서울특별시 마포구 공덕동 256-10호,서울특별시 마포구 만리재로 19 (공덕동),"X :126.953359, Y :37.5447979"
210,지역시장,합정시장,서울특별시 마포구 합정동,126.91315,37.5482075,합정시장,서울특별시 마포구 합정동 375-1호,서울특별시 마포구 양화진길 5 (합정동),"X :126.913150, Y :37.5482075"
211,지역시장,성산시장,서울특별시 마포구 망원동,126.90533,37.5575808,성산시장,서울특별시 마포구 망원동 423-17,서울특별시 마포구 망원로 75-1,"X :126.905330, Y :37.5575808"
212,지역시장,영진시장,서울특별시 마포구 서교동,126.912658,37.5534509,영진시장,서울특별시 마포구 서교동 485-14호,서울특별시 마포구 동교로12길 21 (서교동),"X :126.912658, Y :37.5534509"
213,지역시장,신수시장,서울특별시 마포구 신수동,126.935548,37.545411,신수시장,서울특별시 마포구 신수동 288-1호,서울특별시 마포구 토정로17길 17 (신수동),"X :126.935548, Y :37.5454110"
214,대형슈퍼,홈플러스 익스프레스,서울특별시 마포구 도화동,126.952594,37.5379681,홈플러스익스프레스 도화점,서울특별시 마포구 도화동 353번지,"서울특별시 마포구 도화4길 73 (도화동, 현대홈타운)","X :126.952594, Y :37.5379681"
215,지역시장,서교시장,서울특별시 마포구 서교동,126.921643,37.5534303,서교시장,서울특별시 마포구 서교동 357-1호,서울특별시 마포구 홍익로3길 20 (서교동),"X :126.921643, Y :37.5534303"
216,지역시장,마포농수산물시장,서울특별시 마포구 성산동,126.898122,37.5650709,마포농수산물시장,서울특별시 마포구 성산동 533-1호,서울특별시 마포구 월드컵로 235 (성산동),"X :126.898122, Y :37.5650709"
217,대형슈퍼,롯데슈퍼,서울특별시 양천구 신정동,126.843241,37.5097792,롯데프레시 신정점,서울특별시 양천구 신정동 1290-4 대우미래사랑5차아파트,"서울특별시 양천구 신정로13길 3, 대우미래사랑5차아파트 103~105호 (신정동)","X :126.843241, Y :37.5097792"
218,대형할인마트,이마트,서울특별시 양천구 신월동,126.828412,37.5397346,(주)이마트 신월점,서울특별시 양천구 신월동 26번지,서울특별시 양천구 화곡로 59 (신월동),"X :126.828412, Y :37.5397346"
219,대형슈퍼,홈플러스 익스프레스,서울특별시 양천구 신정동,126.852882,37.5191261,홈플러스(주)익스프레스 신정점,서울특별시 양천구 신정동 1183-12호,서울특별시 양천구 중앙로 255-1 (신정동),"X :126.852882, Y :37.5191261"
220,대형슈퍼,이마트 에브리데이,서울특별시 양천구 목동,126.87339,37.5321515,(주)이마트에브리데이 목동점,서울특별시 양천구 목동 904-목동4단지아파트 관리동 105호,"서울특별시 양천구 목동서로 130, 관리동 105호 (목동,목동4단지아파트)","X :126.873390, Y :37.5321515"
221,백화점,현대백화점,서울특별시 양천구 목동,126.875017,37.5268373,현대백화점목동점,서울특별시 양천구 목동 916호,서울특별시 양천구 목동동로 257 (목동),"X :126.875017, Y :37.5268373"
222,백화점,행복한백화점,서울특별시 양천구 목동,126.876065,37.5293522,행복한백화점,서울특별시 양천구 목동 917-6호,서울특별시 양천구 목동동로 309 (목동),"X :126.876065, Y :37.5293522"
223,대형할인마트,홈플러스,서울특별시 양천구 목동,126.873258,37.5303133,홈플러스(주)목동점,서울특별시 양천구 목동 919-7호,서울특별시 양천구 목동서로 170 (목동),"X :126.873258, Y :37.5303133"
224,대형슈퍼,GS슈퍼,서울특별시 양천구 신정동,126.86453,37.5082381,(주)지에스리테일 신정2점,서울특별시 양천구 신정동 201-1호 세양청마루2차 지상1층,"서울특별시 양천구 목동남로4길 2 (신정동, 세양청마루2차주상복합)","X :126.864530, Y :37.5082381"
225,대형슈퍼,홈플러스 익스프레스,서울특별시 양천구 목동,126.862596,37.5450055,홈플러스(주)익스프레스 목동2점,서울특별시 양천구 목동 657-21호,서울특별시 양천구 등촌로 172 (목동),"X :126.862596, Y :37.5450055"
226,대형슈퍼,홈플러스 익스프레스,서울특별시 양천구 신정7동,126.86074,37.5150362,홈플러스(주)익스프레스 신정3점,서울특별시 양천구 신정7동 324-10호 굿모닝탑103~108호,"서울특별시 양천구 목동동로 53, 103~108호 (신정동,굿모닝탑)","X :126.860740, Y :37.5150362"
227,대형할인마트,이마트,서울특별시 양천구 목동,126.870369,37.5259763,(주)이마트 목동점,서울특별시 양천구 목동 962-1호 목동트라팰리스 내,서울특별시 양천구 오목로 299 (목동),"X :126.870369, Y :37.5259763"
228,대형슈퍼,이마트 에브리데이,서울특별시 양천구 신정동,126.864353,37.5248523,(주)이마트에브리데이 목동역점,서울특별시 양천구 신정동 995-2,서울특별시 양천구 목동로 183(신정동),"X :126.864353, Y :37.5248523"
229,대형할인마트,노브랜드,서울특별시 강서구 가양동,126.846622,37.5650597,노브랜드 강서가양점,서울특별시 강서구 가양동 54-5호,서울특별시 강서구 양천로 410 (가양동),"X :126.846622, Y :37.5650597"
230,대형슈퍼,이마트 에브리데이,서울특별시 강서구 마곡동,126.825449,37.5680664,이마트에브리데이 마곡점,서울특별시 강서구 마곡동 759-마곡센트럴타워Ⅱ,"서울특별시 강서구 마곡서로 158, 마곡센트럴타워Ⅱ 103~110, 118, 119호 (마곡동)","X :126.825449, Y :37.5680664"
231,대형슈퍼,롯데슈퍼,서울특별시 강서구 마곡동,126.840242,37.5683037,롯데쇼핑㈜ 마켓999 양천향교역가맹점,서울특별시 강서구 마곡동 776-2호 마곡센트럴대방디엠시티오피스텔,"서울특별시 강서구 양천로 344, 마곡센트럴대방디엠시티오피스텔 121-1,2호 (마곡동)","X :126.840242, Y :37.5683037"
232,대형슈퍼,이마트 에브리데이,서울특별시 강서구 가양동,126.843216,37.5699025,㈜이마트에브리데이 양천향교역점,서울특별시 강서구 가양동 1458-9호 동남빌딩,"서울특별시 강서구 허준로 16-12, 동남빌딩 (가양동)","X :126.843216, Y :37.5699025"
233,대형할인마트,노브랜드,서울특별시 강서구 마곡동,126.823571,37.5626396,노브랜드 강서마곡점,서울특별시 강서구 마곡동 768-2호 동익드미라벨복합빌딩,"서울특별시 강서구 마곡서로 101, 동익드미라벨복합빌딩 (마곡동)","X :126.823571, Y :37.5626396"
234,대형슈퍼,이마트 에브리데이,서울특별시 강서구 화곡동,126.847504,37.5489511,(주)이마트에브리데이 화곡동점,서울특별시 강서구 화곡동 982-17,"서울특별시 강서구 화곡로 274 (화곡동, 외4필지 크라운뷰 1층 104~109)","X :126.847504, Y :37.5489511"
235,대형슈퍼,롯데슈퍼,서울특별시 강서구 화곡동,126.839314,37.5423539,롯데쇼핑(주)롯데슈퍼화곡3동점,서울특별시 강서구 화곡동 1051-27호,서울특별시 강서구 강서로 179 (화곡동),"X :126.839314, Y :37.5423539"
236,대형슈퍼,홈플러스 익스프레스,서울특별시 강서구 화곡동,126.83875,37.5414431,홈플러스(주) 익스프레스 화곡점,서울특별시 강서구 화곡동 1065-8호,서울특별시 강서구 화곡로 153 (화곡동),"X :126.838750, Y :37.5414431"
237,지역시장,공항시장,서울특별시 강서구 방화동,126.808405,37.5626068,(주)공항시장,서울특별시 강서구 방화동 620-130,서울특별시 강서구 개화동로31길 24 (방화동),"X :126.808405, Y :37.5626068"
238,대형할인마트,홈플러스,서울특별시 강서구 등촌동,126.854456,37.5585826,홈플러스(주) 강서점,서울특별시 강서구 등촌동 639-11호,서울특별시 강서구  화곡로  398 (등촌동),"X :126.854456, Y :37.5585826"
239,대형할인마트,홈플러스,서울특별시 강서구 가양동,126.850585,37.5640737,홈플러스(주) 가양점,서울특별시 강서구 가양동 18-24호,"서울특별시 강서구 양천로 431 (가양동, 홈플러스)","X :126.850585, Y :37.5640737"
240,지역시장,송화시장,서울특별시 강서구 내발산동,126.835903,37.5495661,송화시장,서울특별시 강서구 내발산동 719-6호,서울특별시 강서구 강서로 267 (내발산동),"X :126.835903, Y :37.5495661"
241,대형슈퍼,홈플러스 익스프레스,서울특별시 강서구 화곡동,126.849295,37.5474938,홈플러스익스프레스 화곡2점,서울특별시 강서구 화곡동 970-2호,서울특별시 강서구 까치산로 106 (화곡동),"X :126.849295, Y :37.5474938"
242,지역시장,고척시장,서울특별시 구 로구 고척동,126.86309,37.5039837,고척시장,서울특별시 구로구 고척동 50-48,서울특별시 구로구 중앙로 64,"X :126.863090, Y :37.5039837"
243,대형할인마트,이마트,서울특별시 영등포구 여의도동,126.925911,37.5181862,(주)이마트 여의도점,서울특별시 영등포구 여의도동 47,서울특별시 영등포구 여의동로3길 10 (여의도동),"X :126.925911, Y :37.5181862"
244,대형할인마트,홈플러스,서울특별시 구 로구 신도림동,126.888347,37.509831,홈플러스(주) 신도림점,서울특별시 구로구 신도림동 337-신도림1차푸르지오,"서울특별시 구로구 경인로 661, 신도림1차푸르지오 (신도림동)","X :126.888347, Y :37.5098310"
245,대형할인마트,이마트,서울특별시 구 로구 구로동,126.890296,37.5069587,(주) 이마트 신도림점,서울특별시 구로구 구로동 3-25호 외 31필지,"서울특별시 구로구 새말로 97 (구로동,외 31필지)","X :126.890296, Y :37.5069587"
246,대형할인마트,이마트,서울특별시 구 로구 구로동,126.897905,37.4843324,(주)이마트 구로점,서울특별시 구로구 구로동 188-26호,서울특별시 구로구 디지털로32길 43 (구로동),"X :126.897905, Y :37.4843324"
247,대형슈퍼,홈플러스 익스프레스,서울특별시 구 로구 개봉동,126.855537,37.4975234,홈플러스 익스프레스 개봉점,서울특별시 구로구 개봉동 156-18호 외 1필지 대림프라자 101호,"서울특별시 구로구 경인로 319 (개봉동,외 1필지 대림프라자 101호)","X :126.855537, Y :37.4975234"
248,대형슈퍼,홈플러스 익스프레스,서울특별시 구 로구 구로동,126.872706,37.4958675,홈플러스 익스프레스 서울구로점,"서울특별시 구로구 구로동 650-4호 SK허브수 제B동 제118호,제119호,제121호~126호","서울특별시  구일로10길 27, B동 1층 (제118호,제119호,제121호~126호)","X :126.872706, Y :37.4958675"
249,지역시장,구로시장,서울특별시 구 로구 구로동,126.885618,37.4896099,구로시장,서울특별시 구로구 구로동 736-1호,서울특별시 구로구 구로동로22길 17-4,"X :126.885618, Y :37.4896099"
250,지역시장,오류시장,서울특별시 구 로구 오류동,126.84345,37.4964898,오류시장,서울특별시 구로구 오류동 38-7호,서울특별시 구로구 경인로19가길 14-1,"X :126.843450, Y :37.4964898"
251,백화점,현대백화점,서울특별시 구 로구 신도림동,126.889592,37.5089852,주식회사 현대백화점 디큐브시티,서울특별시 구로구 신도림동 692번지,서울특별시 구로구 경인로 662 (신도림동),"X :126.889592, Y :37.5089852"
252,대형슈퍼,이마트 에브리데이,서울특별시 구 로구 개봉동,126.85401,37.4916831,(주)이마트에브리데이 개봉동점,"서울특별시 구로구 개봉동 324-1, 324-11,324-131층",서울특별시 구로구 개봉로17길 34 (개봉동),"X :126.854010, Y :37.4916831"
